ANSWER,QUESTION.question,QUESTION.paragraph
Minimizing pollution from agricultural activity.,What is one of the basic principles of organic production?,Minimizing pollution from agricultural activity is one of the basic principles of organic production.
"Sections 3.6, 3.7, and 3.8","Which sections explain where N, P, and K can be lost from the farming system?","Sections 3.6, 'Nitrogen cycle', 3.7, 'Phosphorus cycle' and 3.8 'Potassium cycle' explain where N, P and K can be lost from the farming system and pollute the environment."
"Leaching, erosion, and gaseous nutrient losses.",What are the high-risk points for nutrient losses in organic farming?,"Organic farm management plans need to identify high-risk points for: Leaching, Erosion, Gaseous nutrient losses."
Gaseous and leaching losses.,"When planning the management of housed livestock and manure handling, what needs to be considered?",Gaseous and leaching losses also need to be considered when planning management of housed livestock and manure handling.
In a chemical form (nutrients) or in a physical form (soil particles with soil-attached phosphorus).,How can agricultural pollution occur?,"Agricultural pollution occurs either in a chemical form (nutrients or other nutrients?) or in a physical form such as soil particles with soil-attached phosphorus, which are often associated."
When a pollutant contaminates surface or groundwater.,How can agricultural pollution from a single source be identified?,Pollution can occur from a single identifiable source when a pollutant such as manures or silage effluent contaminates surface or groundwater.
Cumulative effect of minor incidences over time or of multiple fields in a catchment area.,What is a cumulative effect of agricultural pollution?,"More often, however, pollution is the cumulative effect of a number of minor incidences over time, or of a number of fields within a catchment area."
Inputs versus outputs.,What does a nutrient budget take into account?,A nutrient budget takes account of inputs versus outputs.
Nutrients may be lost to the environment.,What can be achieved if the nutrient balance is positive in a nutrient budget?,"If the balance is positive in excess, then nutrients may be lost to the environment; conversely if the balance is negative, this can lead to the depletion of soil fertility."
A guide to the efficiency of nutrient conversion.,What can be provided by the farm nutrient balance?,The farm nutrient balance can also provide a guide to the efficiency with which imported nutrients are converted into produce.
"Inputs from manures, composts, bought-in feed, atmospheric deposition, N fixation by legumes, and crop residue returns.",What methods are included in constructing a simple nutrient budget?,"A simple budget is constructed by taking into account of inputs such as the nutrients contained in applied manures, composts, bought-in feed, atmospheric deposition and, in the case of N, fixation by legumes, together with crop residue returns."
Greater insight and management for your farm.,What are the benefits of using nutrient budgets alongside conventional soil analysis?,"However, using nutrient budgeting with soil analysis will provide greater insight and management for your farm."
Farmgate nutrient budgets.,What does the programme OrganicPLAN calculate?,"An important source of N, P and K. DEFRA has funded the development of software to support farmers converting to organic production (OrganicPLAN). This programme calculates farmgate nutrient budgets."
Livestock feed.,What is the most important source of N in the dairy system?,"In livestock and upland systems, nitrogen fixation and atmospheric deposition are the most important sources of N. In the dairy system, livestock feed is an important source of N, P and K."
Factors such as the cycle of nutrients through the rotation.,"What other factors are important in nutrient budgets besides N, P, and K inputs?",Other factors are also important to consider. P and K inputs are often made to the ley phase of the rotation and then released into plant-available form as the ley is ploughed out into the following arable phase.
Difficulties and high costs in manure transport.,What can result in the loss of nutrients from outlying farm parts?,"The return of nutrients to the laying phase from the slurry is often hindered by the difficulties and high costs involved in transporting manure from the dairy unit because it is easy. In the long-term, this can result in loss of nutrients from outlying parts of the farm, and high soil P and K indices and high fertility losses in soils near field buildings."
Combining nutrient budgets with soil analysis.,What should be considered for a more reliable approach to nutrient budgeting?,"Nutrient budgets are not a substitute for soil analysis; however, using nutrient budgeting with soil analysis will provide greater insight and management for your farm."
Local Association advisory services.,Where can farmers get further assistance with nutrient budgeting?,Contact your local Association advisory services for further assistance.
"Control of weeds, soil structure management, and creating tilth for seedbed.",What are the main reasons for cultivating soil?,"The main reasons for cultivating soil:
• Control of weeds, diseases, and occasionally pests.
• Management of soil structure and creating tilth for seedbed
• Seedbed"
Compaction.,Which consolidating method can cause seedbed damage?,Seedbed damage caused by compaction.
"Choice of type and intensity, timing, appropriateness for soil type, and frequency.",What needs to be considered to minimize potential nutrient losses?,"The planning of cultivations, the choice of type and intensity, timing, appropriateness for soil type, and frequency."
Plough pans.,What is an alternative name for 'minimal cultivation'?,"'Minimal cultivation' system, often called 'plough pans'."
Soil,What is the primary resource that governs agricultural sustainability?,"The soil beneath our feet is something most of us take for granted. Yet it is a precious resource that largely governs agricultural sustainability and environmental quality, both locally and globally."
Simpson,Who summarised soil's importance as 'the basis of agriculture'?,Simpson (1983) sums up the soil as 'the basis of agriculture. It is the main raw material from which food is produced.
Soil,"What can be used year after year, century after century with soil health supplementation?","Unlike the raw materials of most industries it can, with some supplementation, be used again year after year, century after century."
Founders of the modern organic movement,Who recognized the importance of soil health in the mid-20th century?,This was recognised by the founders of the modern organic movement in the mid-20th century.
Soil health,Which key principle is at the heart of successful organic production?,Soil health is at the heart of successful organic production.
Importance and methods of soil management,What does the document intend to highlight regarding soil management?,This guide is designed to highlight the importance of good soil management. It will give users an understanding of soil and provide practical information on how best to improve and maintain soil health.
"By governing crop production and quality, impacting both animal and human health.",How do soil conditions impact crop quality and human health?,"Soil conditions govern crop production and crop quality and, in turn, influence both animal and human health."
To deliver health by developing humus.,Why do farming systems need to conserve natural soil fertility?,"These pioneers recognised that in order to deliver health, farming systems need to build and conserve natural soil fertility through the development of humus."
Sir Albert Howard,What historical figure emphasized the correct relation between processes of growth and decay?,Sir Albert Howard stated that 'the correct relation between the processes of growth and decay is the first principle of successful farming'.
By avoiding targeted short-term solutions like soluble fertilizers or herbicides.,How can farming achieve sustainability without relying on targeted short-term solutions?,"This fundamental principle contrasts to the conventional approach that relies on targeted short-term solutions, such as applications of a soluble fertiliser or herbicide."
Practical measures for organic farming.,What does organic farming guide focus on?,This guide focuses on the practical measures that should be adopted to enable this to be done.
Due to its crucial role in environmental sustainability and past neglect.,Why is soil's recognition a key priority globally?,"Soil is only just beginning to be recognised as a key priority in national and international policy. The recent recognition of soil as a key measure of environmental sustainability arises from fears of neglect and, in some cases, mismanagement."
A rash of ecological disasters including soil degradation and declining fertility.,What has the consequence been of neglecting soil sustainability?,"The consequence has been a rash of ecological disasters, including soil degradation (in the form of soil erosion, salinisation, acidification, and declining soil structure), fertility, and carbon base."
Through the death and decay of native animals and plants.,"How do forest systems maintain fertility, from natural processes?","Vegetation protects the soil from the direct impact of the elements, while the forest fertilises itself through the death and decay of numerous native animals and plants."
Correct relation between growth and decay processes.,What fundamental principle is essential for successful farming according to Albert Howard?,Sir Albert Howard stated that 'the correct relation between the processes of growth and decay is the first principle of successful farming'.
To maintain soil fertility and sustainability.,Why do historical pioneers emphasize the use of farming practices that emulate biological cycles?,"In order to achieve this, farming practice needs to observe and emulate biological cycles of growth and regeneration."
"Mixed vegetation, large reserves of fertility, decomposition of organic matter.",What are the characteristics of forest systems that share commonalities with organic farming?,These forest systems share a number of characteristics (as outlined by Albert Howard in his 1940 book An Agricultural Testament).
Through the coexistence of different species and lack of artificial interference.,How are organic farming systems best observed in a forest setting?,"This is best observed in a forest soil, where a mixture of different species co-exists and artificial interference is avoided."
Understanding of soil and practical information to maintain soil health.,What does this guide provide for users?,It will give users an understanding of soil and provide practical information on how best to improve and maintain soil health.
Due to its delayed recognition as vital for environmental sustainability.,Why is soil only now being recognized in policy discussions?,Soil is only just beginning to be recognised as a key priority in national and international policy.
Ecological disasters and degradation in various forms.,What is the outcome of soil mismanagement according to the passage?,"The consequence has been a rash of ecological disasters, including soil degradation (in the form of soil erosion, salinisation, acidification, and declining soil structure), fertility, and carbon base."
By observing natural coexistence without artificial interference.,How does organic farming maintain soil fertility and avoid artificial interference?,"It is best observed in a forest soil, where a mixture of different species co-exists and artificial interference is avoided."
Through recycling nutrients naturally.,How can biological soil fertility be emulated in organic farming?,By recycling nutrients to achieve crop and livestock health. This excludes the need for artificial intervention.
"Soil erosion, salinization, acidification, and declining structure and fertility.",What ecological problems arise from past soil mismanagement?,"A rash of ecological disasters, including soil degradation (in the form of soil erosion, salinisation, acidification, and declining soil structure), fertility, and carbon base."
Incorporation of crop residues and amendments.,What main use is associated with mouldboard ploughing?,Main cultivation techniques with advantages and disadvantages
Long-term soil damage and creation of plough pans.,What is a significant concern regarding the use of mouldboard ploughing?,"However, there is increasing concern that regular use of mouldboard ploughing may cause long-term damage to soil and plough pans (compacted layers) can occur after repeated ploughing to the same depth."
Quicker than mouldboard plough; useful in very hard soils.,What advantage does disc plough have over mouldboard plough?,Main cultivation techniques with advantages and disadvantages
Ideally 10-15cm.,What depth should mouldboard ploughing ideally be restricted to?,"Ploughing should therefore seek to go no deeper than is necessary, ideally 10-15cm."
Primary cultivation.,What is the role of spading machines in the main cultivation techniques?,Main cultivation techniques with advantages and disadvantages
Aerobic and anaerobic microorganisms.,What types of soil organisms are impacted by the inversion process in mouldboard ploughing?,The inversion process places aerobic organisms in anaerobic conditions and vice versa.
Chisel plough retains soil profile.,Which cultivation method is known to retain soil profile?,Main cultivation techniques with advantages and disadvantages
Not good at burying residues; can destroy soil structure.,What is one disadvantage of using a power harrow?,Main cultivation techniques with advantages and disadvantages
Does not damage soil structure; especially useful on silts; low energy requirements.,What are the main advantages of spading machines?,Main cultivation techniques with advantages and disadvantages
Up to 250mm.,What depth can power harrows work up to without bringing up clods or stones?,Power harrow: Rapid tilth production
Specialist advice.,What should be sought about ploughing equipment used at greater depths?,Specialist advice should be sought about the suitability of equipment.
To manage organic matter loss and nitrogen release effectively in rotations.,Why is it important to achieve a balance between the benefits of cultivation and organic matter loss?,As all forms of cultivation lead to organic matter breakdown and the release of nitrogen it is important to achieve a balance between the benefits of cultivation and the loss of organic matter and nitrogen in designing rotations.
Covers large areas quickly; useful for breaking up heavy soils.,What advantage does disc harrow have for soil cultivation?,Main cultivation techniques with advantages and disadvantages
Rotary cultivators.,Which cultivation method can help with fair mixing of soil and residues?,Main cultivation techniques with advantages and disadvantages
To reduce organic matter breakdown and nitrogen release.,Why should ploughing be avoided at deeper depths than necessary?,As all forms of cultivation lead to organic matter breakdown and the release of nitrogen it is important to achieve a balance between the benefits of cultivation and the loss of organic matter and nitrogen in designing rotations.
Does not damage soil structure.,What does spading machine's primary cultivation prevent in the soil?,Main cultivation techniques with advantages and disadvantages
Poor burial of residues; very damaging to soil structure; high running cost; can chop and spread rhizome weeds.,What are some disadvantages of using rotary cultivators for soil cultivation?,Main cultivation techniques with advantages and disadvantages
"To invert soils, cover crop residues, and expose fresh soil.",What are the main aims of using cultivation based on the mouldboard plough?,"Mouldboard ploughing inverts soils, covering crop residues and weeds and exposing fresh soil at the surface."
"When it reaches up to 30cm depth, harming soil microorganisms, fungi, and soil animals.",When can repeated ploughing to the same depth be detrimental?,"Inversion of the top 30cm of soil can be highly detrimental to soil microorganisms, particularly the fungi and soil animals, especially earthworms."
It places aerobic organisms in anaerobic conditions and vice versa.,What problem arises from the inversion process used in mouldboard ploughing?,"The inversion process places aerobic organisms in anaerobic conditions and vice versa. Ploughing should therefore seek to go no deeper than is necessary, ideally 10-15cm."
"Advantages: Forces seedbeds quickly, works up to 250mm depth, combines harrow/till functions. Disadvantages: Not good at burying residues, can destroy soil structure, expensive to maintain, requires high horsepower.",List the advantages and disadvantages of using a power harrow in cultivation.,Main cultivation techniques with advantages and disadvantages
To ensure effective soil inversion and avoid inadequate results at deeper depths.,Why is it critical to use the right type of mouldboard plough at specific depths?,"However, using a semi-digger plough body is unlikely to be able to achieve adequate results as these ploughs are designed to invert at deeper depths of ploughing."
They can be highly detrimentally affected at depths of up to 30cm.,How can cultivating fungi and soil animals be impacted by deep ploughing?,"Inversion of the top 30cm of soil can be highly detrimental to soil microorganisms, particularly the fungi and soil animals, especially earthworms."
Mouldboard ploughing inverts soils but may cause long-term soil damage and plough pans.,What is a key finding about mouldboard ploughing from soil association technical guides?,"Mouldboard ploughing inverts soils, covering crop residues and weeds and exposing fresh soil at the surface. However, there is increasing concern that regular use of mouldboard ploughing may cause long-term damage to soil and plough pans (compacted layers) can occur after repeated ploughing to the same depth."
Organic agriculture suggests using shallow ploughing at 10–15 cm combined with deeper cultivations or chisel ploughing.,What approach does organic agriculture suggest for soil cultivation?,"In organic agriculture, an alternative approach is to use shallow ploughing..."
Soil management on organic farms should avoid activities that damage soil structure.,What should be avoided to minimise soil structure damage?,"for example, should be avoided to minimise soil structure damage."
Subsoiling is effective in moist soils to avoid tight blocks and achieve general loosening.,Why is subsowing often more effective than subsoiling?,Subsoiling is most effective in soils moist enough to produce a general loosening rather than tight blocks. If the soil...
"In such cases, adjusting the rotation can minimize potential damage.",What can minimize the damage where early autumn harvested crops are the main crop?,"For instance, there is more potential for damage where late autumn harvested crops like..."
Reduced tillage involves using tines or disks to a depth of 10 cm or less.,What depths are involved in reduced tillage for non-organic farming?,Non-organic farming has seen increased use of reduced and minimum tillage involving the use of tines or disks to a depth of 10cm or less...
Deep compaction below the plough layer increases soil compaction.,What increases soil compaction in agricultural practices?,"Though it is usually possible to maintain good soil structure in the plough layer, deep compaction below this can be more difficult to recognise and manage..."
Subsoiling helps address deep soil compaction caused by the plough layer.,What helps address deep soil compaction caused by the plough layer?,The chief cultivation method to address deep compaction is subsoiling.
High nutrient concentrations at the surface with reduced tillage can cause drought problems.,What is the role of nutrient concentrations at the surface with reduced tillage?,Concentration of nutrients at the surface may also cause problems in drought conditions...
