question,answers
what are liquid fertilizers used for?,"iquid fertilizers are often used for foliar feeding, where the fertilizer is sprayed onto the leaves of plants."
How can couch grass be effectively controlled from the cassava garden.,Mulching
how can crop rotation helps to improve red soil for maize growth.," by alternating maize with other crops to break pest and disease cycles, improve soil health, and reduce nutrient depletion."
Testing Cassava?,There are various tests that can be done on cassava like testing for viruses.
what does Cassava Anthracnose Disease: causes.,"dark spots on the leaves, stem, and root"
which species of armyworms are the most common.,fall armyworm 
how does Nutrient deficiencies lead to cassava drying out before maturity.,"Cassava plants require adequate levels of nutrients, especially nitrogen, phosphorus, and potassium, to grow and mature properly. Nutrient deficiencies can cause the plants to dry out and die prematurely"
which continents are cassava  referred to as an important source of food and income for millions of people.,"Africa, Asia, and Latin America"
name one plant that uses C4 carbon fixation.,maize 
what is milled maize?,milled maize (also known as maize flour) is made by grinding the kernels of the maize plant into a fine powder
what is High fructose corn syrup,is a common sweetener in sodas and drinks
What is the process of field drying and threshing maize?,Post-harvest management
why are farmers not encouraged to collect soil samples compost piles or manure storage., These areas may have localized nutrient concentrations that do not represent the overall soil fertility.
why is sit recommended to conduct soil test?,to determine the nutrient status of your soil and to consult with local agricultural extension services or agronomists for precise fertilizer recommendations based on your specific location.
Can eating a genetically modified fruit or vegetable change a person’s genes?,Eating GMO products does not impact our genes. 
at what stage does the cutworms attack cassava?,during the early stages of growth
what median age of farmers in the US,57.5 years
how can farmers use diatomaceous earth.,"To use diatomaceous earth, simply mix it into the beans seeds at a rate of about 0.5-1.0 kg per 100 kg of beans. Make sure the diatomaceous earth is evenly distributed throughout the seeds, and store the seeds in a cool, dry place in sealed containers to prevent re-infestation."
What is crop cultivation?," is the practice of growing crops for food, fiber, or fuel"
what other measures can be used to control CAD?,Sanitation
The primary macronutrients are?," nitrogen (N), phosphorus (P), and potassium (K), which are typically present in fertilizers in the form of NPK ratios"
which does virus responsible for cassava mosaic disease belongs to?,Geminiviridae
what are Fertilizers?,are substances that are added to soil to improve plant growth and increase crop yields
what is the duration of NARO 1 maize variety for maturity.,75 to 90 days after planting
Where does our food come from?,People in developed countries such as the United States eat food that comes from all over the world.
What is crop cultivation?," is the practice of growing crops for food, fiber, or fuel"
what are some of the factors to consider while applying liquid fertilizer.,"type of crops, soil type, and weather conditions"
Why  does cassava doesn't yield better in wetlands,"Cassava roots require well-drained soils with good aeration. In wetland areas, the soil is often waterlogged, which leads to poor oxygen availability in the root zone. Insufficient oxygen can inhibit root development and restrict nutrient uptake, resulting in stunted growth and reduced yields."
what causes Pythium Root Rot disease.,soil-borne fungus that thrives in wet and poorly drained soil
how can farmers control pest.,"To control these pests, farmers can adopt several practices, including using resistant bean varieties, planting at the right time, practicing crop rotation, using natural predators and parasitoids, and applying pesticides when necessary"
What are some of biological properties of soil that soil scientists study?, microbial communities that live in the soil and the interactions between these organisms and the plants that grow in the soil.
which pest feeds on the sap of the cassava plant.,Cassava mealybug:
Which disease make maize leaves to turn yellow,Maize chlorotic mottle virus:
How do you call the young ones of a horse,foal
how can reliable rainfall improve soil health?,Rainfall can help to improve soil health by providing the moisture needed for microbial activity and nutrient cycling.
name any one planting method that is suitable for large scale farmers.,Mechanical planting of cassava
what is soil fertility,Soil fertility is the ability of soil to sustain plant growth and optimize crop yield
What type of maize seed is resistant to pests and diseases?,Bt maize
"apart from providing nutrients, name important of applying fertilizers."," fertilizers can also improve soil structure and fertility over time. They can help to increase soil organic matter, improve soil water-holding capacity, and reduce erosion."
what is the taste of fresh maize.,"Fresh maize has a sweet, juicy flavor and a soft, tender texture,"
does spacing reduce competition for resources?,"When beans are spaced adequately, there is less competition among plants for essential resources like water, nutrients, and light. This allows each plant to access the resources it needs without being hindered by neighboring plants, resulting in more vigorous growth.
"
what is High fructose corn syrup,is a common sweetener in sodas and drinks
Which stage do cassava need enough rain and sunshine.,"Cassava needs a good amount of rainfall during its early vegetative stage, which is the first 3 to 4 months after planting. During this time, cassava requires about 500 to 1000 mm of rainfall. Adequate rainfall during this stage is crucial for good root development."
Which method of fertilizer application do we use during weeding beans?,"The type of fertilizer recommended for top-dressing maize depends on the soil nutrient status and the crop's nutrient requirements. However, generally, a nitrogen-rich fertilizer is recommended for top-dressing maize because nitrogen is one of the primary nutrients required for maize growth and development."
what is the most popular crop in midwest?,Soybeans 
how do ranchers administer antibiotics?,according to the instructions on the label and under the direction of a veterinarian
"during the final stage, what activities are done during  Food Supply Continuum","retailing the product, distributing the product through the food service industry and, finally, reaching the consumer"
which countries import  maize from Uganda.,"Kenya, Rwanda and Burundi."
name any livestock diseases.," foot-and-mouth disease, brucellosis, and tuberculosis"
Apart from naro where else can we get access to quality seeds/cuttings?,Agricultural research organizations
How do I know when my corn is ready to harvest?,"Corn is typically ready to harvest when the kernels are firm and have reached their full size, and the ears have a mature appearance"
can waterlogging cause yellowing in beans plants?,"Beans do not tolerate waterlogging, and excess moisture can cause their roots to suffocate, leading to yellowing of the leaves."
how long should you boil maize to retain protein nutrients.,"To retain the protein content, maize grains should be boiled for 30 to 45 minutes."
what advise has been to farmers in uganda about CBSD.,"Farmers in Uganda have been advised to use clean and disease-free planting materials, adopt good agronomic practices, and plant resistant varieties to control CBSD."
what the several challenges facing cassava production.,"pests and diseases, low yields, and limited access to markets and processing facilities"
which maize variety is resistant to crop pest and diseases.,"CIMMYT (International Maize and Wheat Improvement Center) hybrids: CIMMYT develops and releases several maize hybrids that have shown resistance to pests and diseases in various regions.

DKC (Dekalb) hybrids: Dekalb is a well-known seed company that offers a range of maize hybrids with resistance to specific pests and diseases.

Pannar hybrids: Pannar is another seed company that offers maize hybrids with resistance to various pests and diseases."
what is soil?,"Soil is a complex mixture of minerals, organic matter, water, air, and living organisms."
name the importance of water to soil steucture.,"Water can also affect soil structure by helping to bind soil particles together. This can improve soil stability, reduce erosion, and promote better water and nutrient retention."
List the Animal Care Principles for producers,"access to food and water, health and veterinary care, appropriate environmental and living conditions, implementing science?�based husbandry practices, using proper handling practices and providing comfortable and sanitary transportation to avoid stress"
What is the recommended spacing for cassava?,spacing of 1.0 m x 1.0 m (3 ft x 3 ft) is commonly used for cassava planting
"Besides cow dung and urine, what does farmyard manure contain.",Animal bedding
which other ways can farmers use to manage cassava whitefly.,"use of resistant varieties, maintaining proper plant nutrition and moisture levels, and minimizing weed growth around the cassava plants."
how can farmers address yellowing of beans.,"Check the nutrient levels in the soil and supplement with appropriate fertilizers if necessary.
Adjust the soil pH if it is outside the optimal range for beans.
Ensure proper watering, providing consistent moisture without waterlogging the plants.
Monitor for pest and disease infestations and take appropriate control measures if needed.
Protect the plants from extreme weather conditions by providing shade or shelter if possible.
If the problem persists or worsens, it may be helpful to consult with a local agricultural extension service or a plant specialist who can provide specific advice based on your location and growing conditions."
what are organic fertilizers?," are derived from natural sources such as animal manure, compost, and plant residues"
what is another name for cassava whitefly.,Bemisia tabaci
How is intercropping helpful in cassava production.,This helps to maximize land use and improve soil fertility
How can i store beans safely?,"Clean and dry the beans: Remove any debris, dirt or broken beans. Then, spread them out on a clean, dry surface, like a tarp or a concrete floor, to dry. Make sure they are completely dry before storing them."
why should farmers implement waste management strategies.,Livestock produce a significant amount of waste that can be harmful to the environment if not managed properly.
name any form of Motorized mechanization in agricultural autoation.,ploughing and milking
which region in African has the armyworm,Sahara
which pest feeds on the sap of the cassava plant.,Cassava mealybug:
define Intercropping.,"Planting different crops together in the same field can help improve soil fertility by reducing pests and diseases, improving soil structure, and adding organic matter to the soil."
How effective is single super phosphate and  sulphate of ammonia when applied to crops,"The application of CAS can positively impact crop yield, especially when applied at the right time and in appropriate amounts.
"
name any one planting method that is suitable for large scale farmers.,Mechanical planting of cassava
why should farmers implement waste management strategies.,Livestock produce a significant amount of waste that can be harmful to the environment if not managed properly.
which disease is transmitted by leafhoppers.,Maize streak virus
what  is the role of Center for Disease Control(CDC). ,"to prevent �illness, disability and death due to domestic and imported foodborne diseases"
At what spacing can cassava be intercropped with beans?,"Cassava and beans can be intercropped at a spacing of 75 cm between cassava rows and 50 cm between bean rows, with a spacing of 25-30 cm between bean plants within the rows"
