question,answers
Where can we get fertilizer on low price for maize?,"Agricultural input suppliers: Visit local agricultural input suppliers or agro-dealers in your area. They often offer a range of fertilizers, including both synthetic and organic options, at competitive prices. Inquire about any discounts or promotions they may have.

Farmer cooperatives: Joining a farmer cooperative or collective can provide access to bulk purchasing and discounted prices on agricultural inputs, including fertilizers. Cooperative members often benefit from collective bargaining power and can negotiate better prices with suppliers.

Government subsidies or programs: In some countries, governments may offer subsidies or support programs for agricultural inputs, including fertilizers. Check with local agricultural extension services or government agricultural agencies to see if there are any such programs available in your area.

Local composting or organic waste initiatives: If you are interested in organic fertilizers, consider exploring local composting initiatives or organic waste management programs. These initiatives may offer compost or organic fertilizers at lower prices or even for free, as they aim to promote sustainable waste management practices."
What is total seed population in an acre?,"he recommended plant population for maize varies, but a common range is around 20,000 to 40,000 plants per acre. This translates to seeding rates of approximately 25,000 to 50,000 seeds per acre, considering germination rates and seedling mortality."
What is the right spacing of cassava,"The recommended spacing for cassava depends on various factors such as the variety of cassava, soil fertility, and the intended use of cassava (for roots or leaves). However, a commonly used spacing for cassava is around 1 meter (3 feet) between plants within rows and 1.5 to 2 meters (5 to 6.5 feet) between rows. This spacing allows sufficient room for the cassava plants to grow and develop a healthy root system. It is advisable to consult local agricultural extension services or cassava experts for specific spacing recommendations tailored to your local conditions."
why do farmers need to manage the timing and frequency of feedings., to ensure that animals receive adequate nutrition without overeating.
why is compost manure important.,"Compost enhances soil fertility, promotes microbial activity, and improves soil structure and nutrient retention."
Is the primary focus of the USDA agricultural programs?,"7% of the total USDA budget. Rural development, research, food safety, marketing and regulatory, and departmental management accounts for 6% of the budget"
how is stake planting done?,"In stake planting, cassava stems are first planted in a nursery bed and allowed to develop roots before being transplanted to the main field"
How is the height of a horse measured?,A horse�s height is measured in hands from the ground to the withers (the area on top of a horse between its neck and back)
what causes plant diseases?,"variety of pathogens, including fungi, bacteria, viruses, and nematodes"
can high temperatures cause drought?,"High temperatures can lead to increased evapotranspiration rates, which can lead to soil moisture deficit and reduced water availability for plants."
The major agricultural products can be broadly grouped into ?,"foods, fibers, fuels, and raw materials (such as rubber)"
how can improver storage cause shriveling and rotting o beans seed.,"Improper storage conditions, such as high humidity or inadequate airflow, can create a favorable environment for seed rotting and mold growth. Poorly ventilated storage containers can also lead to excessive moisture accumulation and seed deterioration.
"
why are farmers advised not to apply fertilizers during drought or when rainfall are unexpected.,"can cause fertilizer burn or leaching, and reduce its effectiveness"
How is technology in agriculture changing?,Tractor technology is changing! Auto?steer and GPS (global positioning systems) help make farming more efficient. Tractor technology is also helping the environment. 
What are some of biological properties of soil that soil scientists study?, microbial communities that live in the soil and the interactions between these organisms and the plants that grow in the soil.
how does mulching help in soil nutrients retension., help retain moisture by reducing evaporation and keeping the soil cool. Mulch also helps suppress weed growth and adds nutrients to the soil as it decomposes.
how does farm yard manure (FYM) helps preserve moisture in the soil.,"FYM, being an organic matter, has the ability to improve soil structure and increase its water-holding capacity. It enhances the soil's ability to retain moisture and reduces water runoff or drainage, allowing the water to stay within the root zone of the plants for a longer time.
"
how can sun drying helps control pest in beans.,"Expose the beans to direct sunlight for a few days, as pests are generally sensitive to heat. Spread the beans in thin layers and turn them regularly to ensure thorough drying."
how can the nutritional value of maize flour obtained after starch extraction be increased.,"it can be fortified with vitamins and minerals such as iron, folic acid, and vitamin A"
"which control method employs the use of beneficial insects like ladybugs or lacewings, or the release of whitefly-specific parasites or predators.",Biological contro
how does  Fertilisers  reduce terrestrial biodiversity .,"by increasing competition for light, favouring those species that are able to benefit from the added nutrients. "
how is threshing done for bean crops?,manually or by using machines such as threshers or combines
name any Environmental issues.,"depletion of aquifers, deforestation, antibiotic resistance"
how else can you achieve pest control.,culling
what is the characteristics of Common rust maize diseas.,"yellowing and browning of the leaves, with characteristic reddish-brown pustules on the undersides of the leaves"
name ways farmers can increase soil fertility without using artificial fertilizers.,"Crop rotation: By alternating the types of crops grown in a particular field, the soil can retain nutrients and prevent depletion of specific nutrients."
name Spodoptera exempta species that have chisel-like mandibels.," S. triturata, S. m. mauritia, S. m. acronyctoides, S. umbraculata, S. cilium, Spodoptera depravata [sv], and S. pecten"
why whiteflies are able to multiply and spread so quickly,"Whiteflies have a high reproductive rate, with females capable of laying hundreds of eggs during their lifetime. These eggs hatch quickly, and the nymphs develop into adults in just a few weeks, allowing populations to increase rapidly."
which species of armyworms are the most common.,fall armyworm 
why DK maize variety widely grown in Uganda. ,"It is known for its high yield potential, good disease resistance, and adaptability to various growing conditions"
Which disease make maize leaves to turn yellow,Maize chlorotic mottle virus:
how is mulching use to control soil erosion in kigezi region.," Applying mulch, such as crop residues, grass clippings, or organic materials, on the soil surface helps to protect the soil from erosion by reducing the impact of raindrops and improving water infiltration. Mulch also helps to retain moisture and suppress weed growth."
Can and urea what is suitable for top dressing in maize?,"Yes, both CAN (Calcium Ammonium Nitrate) and Urea are suitable for top dressing in maize. Both are nitrogen fertilizers that can provide the crop with the essential nutrients needed for growth and development."
which micronutrients do beans require.,"calcium, magnesium, and sulfur"
how can farmers control bacterial blight.," it's important to use disease-free planting material, practice good sanitation by regularly removing and destroying infected plant material, control insect vectors, and avoid working in cassava fields when plants are wet"
