question,answers
how can the nutritional value of maize flour obtained after starch extraction be increased.,"it can be fortified with vitamins and minerals such as iron, folic acid, and vitamin A"
how many days does the eggs takes to hatch into larvae., two to five days
how are mosquitoes controlled biologically.,"by putting Bt Bacillus thuringiensis ssp. israelensis, a bacterium that infects and kills mosquito larvae, in local water sources."
what is Thiram,"Thiram is a fungicide that is used to control a variety of seed-borne and soil-borne fungal diseases, such as damping-off, seed rot, and seedling bligh"
why should farmers implement disease prevention strategies., to prevent the spread of disease among their livestock
what is the required humidity for cassava growth.,ranging from 70% to 90%
How is cassava planted using single stem method.," In this method, cassava stems are planted directly into the soil at a spacing of 1-1.5 meters between rows and 0.75-1 meter between plants"
why are Gregaria caterpillars considered very deleterious pests.,capable of destroying entire crops in a matter of weeks
what is the approximate Global agricultural production,32 million tonnes of natural fibres
which crop is known to thrive  well in slightly acidic soils with pH levels between 6.0 and 6.5.,Soybeans
why do farmers need to manage the timing and frequency of feedings., to ensure that animals receive adequate nutrition without overeating.
"When is the best time to harvest beans, and how is this determined?",when the pods turn yellow and dry up
name one crop planted by using a seed drill.,corn
How do I know when my corn is ready to harvest?,"Corn is typically ready to harvest when the kernels are firm and have reached their full size, and the ears have a mature appearance"
how do you define Saturation in agriculture.,"This refers to the point at which the soil is completely filled with water, and all air spaces have been displaced. This can occur after a heavy rain or during periods of flooding."
name any example of cover crops that can be grown together with cassava.,mucuna or velvet beans
which nutrient is essential for the production of chlorophyll.,Nitrogen 
which countries import  maize from Uganda.,"Kenya, Rwanda and Burundi."
how does dormancy affects seed germination., allows the seed to delay germination until conditions are more favorable for seedling growth and survival.
can clean planting materials be used to control root rot?,Cassava cuttings should be obtained from healthy plants that have been certified as free from root rot.
what factors should be considered when a applying NPK fertilizers on maize plants.,"soil fertility, crop growth stage, and local recommendations"
why are farmers advisable to leave bean stalk in the garden.,". Bean stalks are rich in nutrients and organic material, which can contribute to improving soil fertility and structure. When the bean stalks decompose, they release nutrients back into the soil, making them available for the next crop."
how long does the adult live.,up to 14 days.
Which soil is better for maize production?,"Maize requires well-drained soils with a good supply of nutrients and moisture. It cannot withstand even a slight degree of waterlogging and therefore can be killed if stands in water for a day. Preferred soil for maize production should also be deep, well-aerated with moderate pH 5.5-6.5, and rich in organic matter."
how does dormancy affects seed germination., allows the seed to delay germination until conditions are more favorable for seedling growth and survival.
Which agricultural method can be used to improve on soil fertility,incorporating cover crops that add organic matter to the soil
What are the roles of mineral matter/particles in the soil,"The mineral particles are primary determinants of soil structure. The smaller the particle, the greater the surface area per unit volume. Bonding and aggregation is much more significant with the availability of large surface areas. Clay sized materials (when moist) impart a ""plastic"" feel to kneaded soil samples"
How long does cassava takes to mature.," It takes between 8 to 18 months to mature, depending on the variety"
 can delaying weeding cassava cause cassava mosaic,"Delaying weeding in cassava fields can create favorable conditions for the spread of Cassava Mosaic Disease (CMD). Weeds can act as alternative hosts for the whiteflies that transmit the virus responsible for CMD. When weeds are left to grow and multiply in the cassava field, they can attract whiteflies and serve as a reservoir for the virus. These whiteflies can then spread the virus to the cassava plants, leading to infection and the development of mosaic symptoms."
How does farming and ranching impact wildlife habitat?," Farmers and ranchers value wildlife conservation and are working hard to improve habitat, while providing food, fiber and fuel to a growing population."
name the types of irrigation.,"flood, furrow, drip, and sprinkler irrigation"
what is the estimates of the annual work-related death toll among agricultural employees.,"at least 170,000"
which variety of maize that is widely grown and used for both human and animal consumption.,Dent maize
which plants prefer acidic soils with a pH range between 4.5 and 6.0.,Rhododendrons and Azaleas
what are organic fertilizers.,"Organic fertilizers are made from natural materials such as compost, manure, and bone meal. They can provide a range of nutrients and help to improve soil structure and fertility over time."
What are the measures farmers can take minimize crop losses during storage," Harvesting crops at the right time and in the right way is important to ensure that they are not damaged during the process. The crops should be harvested when they are mature but not overripe, and the tools used should be in good condition to prevent damage to the crops."
which other regions in Uganda grow apples?,"Bugisu, Bukedi and
Sebei sub regions in areas around Mt. Elgon"
which other can i control the buying of fake agrochemicals.,"Always check the product labels carefully to ensure that the agrochemical is registered by the relevant authorities and has the correct dosage and usage instructions. Fake products often have misspelled words, unclear labels, or no label at all."
why DK maize variety widely grown in Uganda. ,"It is known for its high yield potential, good disease resistance, and adaptability to various growing conditions"
how can we prevent shriveling and rotting of bean seeds.,"To prevent shriveling and rotting of bean seeds, it is essential to implement proper seed handling and storage practices. This includes using high-quality seeds, ensuring seeds are adequately dried before storage, providing appropriate storage conditions (low humidity, good ventilation), and implementing seed treatments or fungicide applications when necessary. Additionally, practicing crop rotation, maintaining good field hygiene, and avoiding excessive irrigation can help reduce the incidence of seedborne diseases."
what is top-dressing?,op-dressing involves applying fertilizer on the soil surface around the base of the bean plants after the first weeding. This method allows the fertilizer to be directly available to the plants' roots and can improve nutrient uptake and yield.
why is compost manure important.,"Compost enhances soil fertility, promotes microbial activity, and improves soil structure and nutrient retention."
what is the required humidity for cassava growth.,ranging from 70% to 90%
name one way bacterial blight can be spread.,"Contaminated planting material: The bacterium can be present in infected cassava stems, which can spread the disease to healthy plants when used as planting material."
what is the recommended time for boiling maize in order to retain vitamin especially vitamin C and D., for no more than 30 minutes
Is agriculture a necessary industry?,Agriculture is a necessity!
can high temperatures cause drought?,"High temperatures can lead to increased evapotranspiration rates, which can lead to soil moisture deficit and reduced water availability for plants."
