question,answers
name one Glyphosate-based herbicides that can be used to control Couch grass in cassava garden.,Roundup
how can organic manure conserve soil.,"Organic manure, such as farmyard manure or compost, is derived from plant or animal sources and contains a variety of organic matter. When applied to the soil, organic manure improves soil structure, enhances water-holding capacity, and promotes the growth of beneficial microorganisms. It also adds organic matter to the soil, which improves its fertility, nutrient-holding capacity, and overall health."
why is DAP used in planting maize.,"is a phosphorus-rich fertilizer that also contains nitrogen. It is often used as a basal or pre-planting fertilizer for maize, as it promotes root development and helps the plants establish quickly. However, it may not provide adequate amounts of potassium and other micronutrients that maize needs for optimal growth."
what is fumigation.,"is the treatment of a structure to kill pests such as wood-boring beetles by sealing it or surrounding it with an airtight cover such as a tent, and fogging with liquid insecticide for an extended period, typically of 24�72 hours"
what is the botanical name for cassava mealybug,Phenacoccus manihoti
how do you define organic?,"a labeling term that indicates that the food or other agricultural product has been produced through approved methods that integrate cultural, biological and mechanical practices that foster cycling of resources, promote biological balance and conserve biodiversity"
Is beef a healthy protein option?,serving of beef provides 10 essential nutrients including vitamins B6 and B12 and about half the daily requirement of protein.
name the variety grown in kenya.,KU50
what is Field inspection.,"An inspection of a seed field for carrying out checks to ascertain correct crop rotation,
isolation, rouging, weeding or compliance to seed quality standards"
which year was Apple farming introduced in Uganda?,1999
name any Livestock management practices.,"ensuring that the animals are provided with adequate food, water, and shelter, as well as maintaining their health through regular veterinary check-ups and vaccinations"
what is Hybridization.,This involves crossing two different varieties of maize with desirable traits to create a new variety that combines the best traits of both parents.
what are other benefits of cover crops to habitat.,improve farm habitat for wildlife
which stage of crop cultivation involves placing seeds or seedlings into the soil at the right depth and spacing.,Planting 
What is likely effects of not replacing new seeds every season?,"Not replacing new seeds every season can lead to a decrease in yield and quality of the crop. This is because the seeds may lose their vigor and genetic purity over time due to factors such as natural genetic drift, environmental stressors, and contamination from other varieties."
what is plant biotechnology,a set of techniques used to adapt plants for specific needs or opportunities
