question,answers
what is FDA,Food and Drug Administration
How do you call the young ones of a horse,foal
Name one breed of a horse,ponies
what are ponnies?,"Ponies are small breeds of horses that, because of their size, appear much smaller when fully grown than larger breeds of horses"
A mature horse shorter than 14 hands is considered?,pony 
How is the height of a horse measured?,A horse�s height is measured in hands from the ground to the withers (the area on top of a horse between its neck and back)
what does a hand represents in a horse?, 4 inches
why has Food and Drug Administration has approved  the use of antibiotics in treating animals?,"to treat disease in animals that are sick, control disease for a group of animals when some of the animals are sick and to prevent disease in animals that are at risk for becoming sick"
how do ranchers administer antibiotics?,according to the instructions on the label and under the direction of a veterinarian
why do ranchers do not like to use antibiotics?,"because antibiotics are expensive, and they take time to administer"
Is beef a healthy protein option?,serving of beef provides 10 essential nutrients including vitamins B6 and B12 and about half the daily requirement of protein.
what is the use of vitamin B6?,B6 is related to metabolism and immune function as well as brain development during pregnancy
which vitamins helps blood cell and DNA development,B12 
do plants have naturally occurring B12?,no 
what is animal welfare?,refers to the conditions in which an animal is raised
why is animal welfare important to ranchers?,animals that are properly cared for will be healthier and more productive
List the Animal Care Principles for producers,"access to food and water, health and veterinary care, appropriate environmental and living conditions, implementing science?�based husbandry practices, using proper handling practices and providing comfortable and sanitary transportation to avoid stress"
why should we have more livestock on the grazzing ground?,their movement and their waste and their relentless chomping stimulate grasses to grow
what are other merits of increasing the density of cattles on the grazing land?," restores the environment, it protects against climate change"
Do brown cows produce chocolate milk?,No
List the breeds of dairy cattle?,"Holstein, Jersey, Brown Swiss, Ayrshire, Guernsey and Milking Shorthorn"
How many pounds of grain does it take to produce 1 pound of beef?,2.5 pounds
Are beef animals consuming grain that could be used to feed humans?,lifetime 
what important role does agriculture play?,feeding the growing population.
"Could more people be fed if crop land was used for food for human
consumption instead of livestock or livestock feed?", land used f
what is High fructose corn syrup,is a common sweetener in sodas and drinks
what median age of farmers in the US,57.5 years
