ANSWER,QUESTION.question,QUESTION.paragraph
"Crop need, farm size, water quality, chemical and fertilizer application",What factors influence the need for different components in a drip irrigation system?,"Depending upon the crop need, size of the farm, quality of available water, application of chemicals and fertilizers with irrigation water the need of many a component is decided"
"Water distribution pipes network consisting of main, sub main and laterals",What are the components of the drip irrigation system related to water distribution?,"(ii) Water distribution pipes network consisting of main, sub main and laterals,"
"Water emitting devices, flow regulating and flushing devices",What are the various devices included in a typical drip irrigation system?,"(iii) Water emitting devices, (iv) Flow regulating and flushing devices"
Components for drip irrigation system,What components are decided depending upon the size of the farm?,"Depending upon the crop need, size of the farm, quality of available water, application of chemicals and fertilizers with irrigation water the need of many a component is decided."
Fig. 5.5,Which image shows the drip irrigation system?,Fig. 5.5: Drip irrigation system
"Control unit, filters, and fertilizer applicators",What does the head works in a drip irrigation system consist of?,"Head works consisting of control unit, filters and fertilizer applicators,"
"Main, sub main, and lateral pipes",What elements are included in the water distribution part of a drip irrigation system?,"Water distribution pipes network consisting of main, sub main and laterals,"
Flow regulating and flushing devices,Which type of devices include flow regulating and flushing features?,Flow regulating and flushing devices
The automation unit regulates and monitors via sensors.,What is the role of the automation unit in a drip irrigation system?,Automation unit and sensors.
40-100%,What percentage of water can be saved using drip irrigation?,5.1.3 Advantage of drip irrigation
90-95%,What is the range of water use efficiency in drip irrigation?,5.1.3 Advantage of drip irrigation
Saline water,What type of water can be used in drip irrigation systems?,5.1.3 Advantage of drip irrigation
Increases salinity hazard in absence of leaching,How does drip irrigation affect soil salinity?,5.1.4 Limitations of Drip Irrigation
"High skill in design, installation, and operation",What type of skills are necessary for using drip irrigation systems?,5.1.4 Limitations of Drip Irrigation
