question,answers
name working animals that have been used to cultivate fields.,"horses, mules, oxen, water buffalo, camels, llamas, alpacas, donkeys, and dogs"
what is Aquaculture,production of fish for human consumption
what is Tillage.," is the practice of breaking up the soil with tools such as the plow or harrow to prepare for planting, for nutrient incorporation, or for pest control."
How can Tillage improve productivity.,"warming the soil, incorporating fertilizer and controlling weeds, but also renders soil more prone to erosion, triggers the decomposition of organic matter releasing CO2, and reduces the abundance and diversity of soil organisms."
Name the pest control management practices.," Chemical (pesticides), biological (biocontrol), mechanical (tillage), and cultural practices are used"
Name the cultural pest control practicies.,"crop rotation, culling, cover crops, intercropping, composting, avoidance, and resistance"
Name cultural  techniques for managing crop nutrients use.,crop rotation or a fallow period
what farming technique is used to supplement rainfall in areas of low rainfall.,irrigation 
which technical allows for water status monitoring and automate water usage.,precision agriculture
what is Payment for ecosystem services., is a method of providing additional incentives to encourage farmers to conserve some aspects of the environment
what is agricultural automation?,refers to autonomous navigation by robots without human intervention. 
which type of family do green manure crops belongs to.,leguminous
which nutrient is leguminous crops high in?,nitrogen 
what happens during biological nitrogen fixation?,convert biologically unavailable atmospheric nitrogen gas (N2) to biologically available ammonium (NH+4)
which other way can cover crops increase fertility,Cover crops can also improve soil quality by increasing soil organic matter levels through the input of cover crop biomass over time
why do we manage soil quality?,to produce optimum circumstances for crops to flourish
what are principal factors of soil quality.,"soil salination, pH, microorganism balance and the prevention of soil contamination"
how are cover crops used in agroecosystem where water for crop production is in short supply, cover crops can be used as a mulch to conserve water by shading and cooling the soil surface
which other way can make a cow produces more milk? ,by milking the cows regularly�two or three times a day
how many teats or nipples does a cow has?,"four nipples, or teats"
how do cover crops suppress weeds during growth.,"During growth these cover crops compete vigorously with weeds for available space, light, and nutrients"
how do cover crops suppress weeds after death,they smother the next flush of weeds by forming a mulch layer on the soil surface
name examples of cover crops.,"Secale cereale (rye), Vicia villosa (hairy vetch), Trifolium pratense (red clover), Sorghum bicolor (sorghum-sudangrass), and species in the family Brassicaceae, particularly mustards"
"apart from suppressing weeds, what are other properties of allelopathic cover crops."," they can also break disease cycles and reduce populations of bacterial and fungal diseases, and parasitic nematodes"
what does S. exempta larvae feeds on?,Poaceae
what is Poaceae.,Poaceae is a family of flowering grasses which includes cereal grasses and the grasses of grasslands and pastures
what is the other name of Couch grass.,Bermuda grass
when does the differences in appearance between the solitaria and gregaria phases become apparent.,in the third instar and remain until the last instar
in which phase is the armyworms species dangerous to crops., gregaria
why is gregaria phase dangerous to crops.,because the black-bodied caterpillars are more active and densely concentrated than solitaria caterpillars
when are the African armyworms noticed by farmers., until the caterpillars are ten days old and start exhibiting the gregaria phase.
when do the intensity of outbreak increases.,"during the start of the wet season after a drought, which allows moths to lay eggs in areas of dense vegetation which supports the larval stage growth"
what are some of the challenges faced by S. exempta.,"predators, parasites, parasitoids, diseases, and viruses"
