question,answers
What causes bean pods to develop water ?," Excessive irrigation or heavy rainfall can result in waterlogged soil, leading to the absorption of excess water by the bean plants. This excess water can accumulate in the pods, causing them to become water-filled."
what is top-dressing?,op-dressing involves applying fertilizer on the soil surface around the base of the bean plants after the first weeding. This method allows the fertilizer to be directly available to the plants' roots and can improve nutrient uptake and yield.
Why are pigs so dirty?,"Because pigs will eat almost anything, they have traditionally been fed farm leftovers and waste."
can deforestation affect soil nutrients?,"Deforestation can cause soil erosion and loss of soil organic matter, which can reduce soil fertility and productivity."
what are combine harvesters?,"machines, which are loaded with technology, are very efficient and combine all three jobs of cutting, collecting, and threshing a crop"
Can maize be grown in green house?,"Yes, maize can be grown in a greenhouse, but there are some important considerations to keep in mind."
Some maize varieties are more adapted to greenhouse growing conditions. which one are those?,"shorter, bushier varieties"
which countries import  maize from Uganda.,"Kenya, Rwanda and Burundi."
what support structures do climbing beans require for their growth through to harvesting., poles or trellises
which year was Apple farming introduced in Uganda?,1999
What is total seed population of wheat in an acre?," Wheat seeding rates can vary depending on factors like variety, soil fertility, and intended yield. A common range for wheat is around 1.5 to 2.5 million seeds per acre, aiming for a plant population of 1 to 1.5 million plants per acre."
What causes CBB., It is caused by the bacterium Xanthomonas axonopodis pv. manihotis
Apart from naro where else can we get access to quality seeds/cuttings?,Agricultural research organizations
Which chemical is best for preserving beans seeds for long periods against weevils,"The chemical most commonly used for preserving beans seeds against weevils is called diatomaceous earth. It is a natural, non-toxic substance made from the fossilized remains of diatoms, which are a type of algae. When diatomaceous earth is applied to bean seeds, it dehydrates and kills the weevils by drying out their outer layer."
can crop rotation help control root rot in cassava?,Crop rotation can help to break the cycle of disease and reduce the risk of infection.
which maize variety is recommended for second season ,"Longe 5H - this is a medium maturing hybrid that takes approximately 100-110 days to mature. It is tolerant to drought and is suitable for areas with moderate rainfall.

Longe 7H - this is also a medium maturing hybrid that takes approximately 100-110 days to mature. It is suitable for areas with low to moderate rainfall.

DKC 9088 - this is a high-yielding hybrid that takes approximately 110-115 days to mature. It is suitable for areas with good rainfall and good soil fertility.

It is recommended to consult your local agricultural extension officer or seed supplier for advice on the best maize variety to plant in your specific area and conditions."
why do farmers to use chemicals,"to control weeds and insects and to produce increased amounts of vegetables, milk, or eggs"
can educating farmers help improve productivity?,Educating farmers on the best practices for growing maize can help to improve their productivity and increase the yield of local maize breeds.
name one way of controlling Cassava Brown Steak Disease.,Use of clean planting material
name any other disease that causes bean to wither and die after germination.,Fusarium Wilt
what is the ideal spacing between cassava stems.,about 75-100 cm
which other measures can be put in place to ensure successful germination of cassava plants.,Pest and disease contro
