ANSWER,QUESTION.question,QUESTION.paragraph
Zero,What percentage does clogging affect in rain gun irrigation?,"In Rain Gun, there is no clogging problem irrespective of the quality of water."
Rs. 2000,What is the average price of a single rain gun piece?,Low price of rain gun: Average price of one piece of rain gun is near about Rs. 2000.
Rain gun irrigation,Which irrigation method has less maintenance?,Less Maintenance
"Sugarcane, pulses, oil seeds, cereals, tea, coffee, cardamom, vegetables like Onion, cabbage, potato, cauliflower, carrot, beet root, tapioca, ground nut.",What field crops are recommended for rain gun use?,"Recommended for field crops like sugarcane, pulses, oil seeds, cereals, tea, coffee, cardamom, etc., vegetables like Onion, cabbage, potato, cauliflower, carrot, beet root, tapioca, etc. and ground nut etc."
It varies in shape and design.,What does the nozzle in the provided rain gun figure look like?,Fig. 5.12: Different types rain nozzles
"January, 2006",When was the Centrally Sponsored Scheme on Micro Irrigation introduced?,"A Centrally Sponsored Scheme on Micro Irrigation was introduced in January, 2006."
Easy intercultural operation,What type of intercultural operation does rain gun irrigation facilitate?,"An intercultural operation in a drip field is a task, whereas it is easy in rain gun irrigation."
"Large turfs, lawns, and playgrounds",For what type of land is rain gun irrigation useful?,"Useful for large turfs, lawns and playgrounds."
It boosts irrigation efficiency in sugarcane and pulses fields.,How can rain gun irrigation impact fields of sugarcane and pulses?,"Recommended for field crops like sugarcane, pulses, oil seeds, cereals, tea, coffee, cardamom, etc., vegetables like Onion, cabbage, potato, cauliflower, carrot, beet root, tapioca, etc. and ground nut etc."
"Because intercultural operation in a drip field is difficult, but easy in rain gun irrigation.",Why is rain gun prefered over drip system for intercultural operations?,"An intercultural operation in a drip field is a task, whereas it is easy in rain gun irrigation."
A Centrally Sponsored Scheme on Micro Irrigation.,What initiative began in January 2006 for better water use?,"A Centrally Sponsored Scheme on Micro Irrigation was introduced in January, 2006 to increase the area under improved methods of irrigation for better water use."
"The average price of one piece of rain gun is around Rs. 2000, making it affordable.",How affordable is the rain gun for irrigation?,Low price of rain gun : Average price of one piece of rain gun is near about Rs. 2000 (Fig. 5.12)
Rain gun irrigation involves less maintenance compared to other systems.,What is the benefit of using rain gun concerning maintenance?,Less Maintenance
"Additional crops include oil seeds, cereals, tea, coffee, and cardamom.",Which crops benefit from rain gun irrigation besides those already listed?,"Recommended for field crops like sugarcane, pulses, oil seeds, cereals, tea, coffee, cardamom, etc., vegetables like Onion, cabbage, potato, cauliflower, carrot, beet root, tapioca, etc. and ground nut etc."
It has no clogging problem regardless of water quality.,What feature of rain gun irrigation addresses water quality issues?,"In Rain Gun, there is no clogging problem irrespective of the quality of water."
National Mission on Micro Irrigation,What is the full form of NMMI?,"Government of India has, therefore, decided to impart further thrust to this scheme by implementing it in a mission mode as the National Mission on Micro Irrigation (NMMI)."
The National Mission on Micro Irrigation,Under which mission will micro irrigation activities be converged?,"The Mission will help converge micro irrigation activities under major government programs such as Horticulture Mission for North East & Himalayan States (HMNEHS), National Horticulture Mission (NHM), Rashtriya Krishi Vikas Yojana (RKVY), National Food Security Mission (NFSM) etc."
60%,What percentage of cost assistance does the government provide to Small and Marginal farmers?,"In other words, subsidy assistance for Small and Marginal farmers will be @ 60% of the cost of the drip / sprinkler irrigation system and the remaining 40% will have to be borne by the farmer."
Every land holder with land and water source for irrigation.,Define the term 'Beneficiary' under the NMMI scheme.,"The term 'Beneficiary' under the scheme is defined as “every land holder, who possesses own land or leased land for a period of at least the projected life of the irrigation system (10 years) for the purpose of growing crops and who has a water source, either own or shared.”"
Save water and mitigate environmental degradation.,What are two primary benefits of adopting improved methods of irrigation like drip and sprinkler?,"It is expected that adoption of improved methods of irrigation such as drip & sprinkler would not only save water, power, fertilizer consumption, weeding cost, etc. but would also mitigate environmental degradation such as water logging and soil salinity."
Small and Marginal farmers.,What types of farmers are included in the subsidy assistance of the NMMI Scheme?,"Expenditure on the implementation of NMMI Scheme will be shared in the ratio of 50:10:40 between Central Government, State Government and the beneficiary in case of Small and Marginal farmers."
By creating integrated water harvesting structures to increase water use efficiency.,How does the NMMI Scheme aim to increase crop productivity and farmers' income?,"The Mission will help converge micro irrigation activities ... to create integrated water harvesting structures for increasing water use efficiency, crop productivity and farmers' income."
Water logging and soil salinity.,What will the NMMI Scheme help mitigate in terms of environmental degradation?,It is expected that adoption of improved methods of irrigation such as drip & sprinkler would ... mitigate environmental degradation such as water logging and soil salinity.
"50% by farmer, 40:10:50 by Central, State Government, and beneficiary.",How will the expenditure for general category farmers be shared under the NMMI scheme?,"In case of general category farmers, subsidy assistance will be @ 50% of the cost of the system which will be shared in the ratio of 40:10:50 by the Central Government, State Government and the beneficiary."
"HMNEHS, NHM, RKVY, NFSM.",What governmental programs will help converge micro irrigation activities under the NMMI?,"The Mission will help converge micro irrigation activities under major government programs such as Horticulture Mission for North East & Himalayan States (HMNEHS), National Horticulture Mission (NHM), Rashtriya Krishi Vikas Yojana (RKVY), National Food Security Mission (NFSM) etc."
Two million hectares.,How many million hectares have been brought under micro irrigation so far through the NMMI?,"Nearly two million hectares have so far been brought under micro irrigation through this scheme, which is extremely minuscule when compared to the potential of 69 million ha."
"Reduced costs include water, power, fertilizer consumption, and weeding.",What is expected from the adoption of improved methods of irrigation like drip and sprinkler in terms of cost?,"It is expected that adoption of improved methods of irrigation such as drip & sprinkler would not only save water, power, fertilizer consumption, weeding cost, etc. but would also mitigate environmental degradation such as water logging and soil salinity."
"50:10:40 between Central Government, State Government, and beneficiary.",What ratio will subsidy assistance for Small and Marginal farmers be shared under the NMMI Scheme?,"Expenditure on the implementation of NMMI Scheme will be shared in the ratio of 50:10:40 between Central Government, State Government and the beneficiary in case of Small and Marginal farmers."
Mitigating water logging and soil salinity.,What are some potential environmental benefits of the NMMI?,It is expected that adoption of improved methods of irrigation such as drip & sprinkler would not only ... mitigate environmental degradation such as water logging and soil salinity.
A landholder with land for at least 10 years and a water source.,How is the term 'Beneficiary' defined under the NMMI scheme for eligibility?,"The term 'Beneficiary' under the scheme is defined as “every land holder, who possesses own land or leased land for a period of at least the projected life of the irrigation system (10 years) for the purpose of growing crops and who has a water source, either own or shared.”"
63 mm,What is the coupler diameter with a cost of Rs. 13690?,The cost of sprinkler irrigation for one hectare plot with different coupler diameters is given in (Table 5.4)
Rs.7500/- per ha,What is the maximum financial assistance available for sprinkler irrigation?,Financial assistance to the beneficiary for sprinkler irrigation will be limited to 50 percent of the system cost subject to a maximum of Rs.7500/- per ha.
ICAR,Which organization can also avail of the assistance scheme?,scheme will also be available to public sector undertakings/ ICAR / SAUs and on land belonging to Government.
Rs. 62720,What is the highest cost listed for the 75 mm diameter sprinkler system?,"Area Diameter of main/sub main pipe, mm 63 mm 75 mm 90 mm"
Table 5.5,Which table lists the indicative cost for large volume sprinklers?,indicative cost of large volume sprinklers (rainguns) in (Table 5.5)
Rs. 17280,What is the cost of sprinkler irrigation for one hectare plot with a 90 mm coupler diameter?,The cost of sprinkler irrigation for one hectare plot with different coupler diameters is given in (Table 5.4)
All farmers,Who is entitled to avail assistance for various components of the Mission?,All farmers are entitled to avail assistance for various components of the Mission limited to a total area of 5 hectares per beneficiary.
Rs. 68878,What is the cost of a sprinkler system for an area of 4 to 5 hectares with a 63 mm diameter?,More than 4.0 ha to 5.0 ha NA NA 68878
50 percent,How much percentage of the actual system cost is covered by financial assistance for sprinkler irrigation?,Financial assistance to the beneficiary for sprinkler irrigation will be limited to 50 percent of the system cost
Rs. 14270,What is the cost of a sprinkler irrigation system for a one-hectare plot with 75 mm coupler diameter?,The cost of sprinkler irrigation for one hectare plot with different coupler diameters is given in (Table 5.4)
Rs. 38075 and NA,What are the costs listed for a 1.0 to 2.0 ha area with a 63 mm and 75 mm diameter?,More than 1.0 ha to 2.0 ha 38075 NA
Farmers who have already availed assistance from another scheme,Which entities are excluded from financial assistance if they have already availed it from another scheme?,Only those farmers who have not availed of assistance for sprinkler irrigation from any other scheme would be eligible for assistance under this scheme.
5 hectares per beneficiary,How is the total area for which assistance can be availed limited for each beneficiary?,All farmers are entitled to avail assistance for various components of the Mission limited to a total area of 5 hectares per beneficiary.
Rs. 62720,What is the cost listed for an area more than 3.0 ha to 4.0 ha with a 75 mm diameter sprinkler?,More than 3.0 ha to 4.0 ha NA NA 62720
By the actual quantity of material used,How is the cost of the system governed for sprinkler systems that are moveable?,"Since sprinkler systems are moveable, the cost of the system will be governed by the actual quantity of material used."
About 33 percent.,What percentage of the generated QnA pairs should contain one word answer types?,the QnA pairs should contain one word answer types
Ministry of Water Resources (MOWR).,What is the name of the ministry that initiated the Farmers Participatory Action Research Programme?,It was with this objective that the Farmers Participatory Action Research Programme was initiated during XI five-year plan by Ministry of Water Resources (MOWR)
Alwar,What district in Rajasthan is mentioned for the water management demonstrations?,three different operational areas i.e. Alwar district of Rajasthan
Efficient irrigation.,What is the purpose of laser levelling technology?,Laser Levelling for efficient irrigation.
Efficient water usage.,What is micro irrigation used for in the context of this document?,Micro Irrigation
Higher yield with less water.,What is Raised Bed Technology aiming to achieve in crop yield?,Raised Bed Technology to achieve higher yield with less water.
Water Technology Centre.,Which organization at IARI New Delhi has demonstrated water management technologies?,Water Technology Centre at IARI New Delhi has successfully demonstrated following five water management technologies
Paddy.,For which crop is the System of Rice Intensification (SRI) designed?,System of Rice Intensification (SRI) for paddy cultivation.
Three.,In how many operational areas were the water management technologies demonstrated?,"three different operational areas i.e. Alwar district of Rajasthan, Jhajjar district of Haryana and Bulandshahar district of Utter Pradesh."
Farmers Participatory Action Research Programme.,What program aimed to improve agricultural productivity through water management technologies?,The agricultural productivity per unit volume of water can be improved only by transfer of the evolved water management technologies to the farmers’ fields on a large scale.
Enhancing water holding capacity and organic carbon content of soil.,What is the role of biogas slurry in water management technologies?,Enhancing water holding capacity and organic carbon content of soil through biogas slurry.
Bulandshahar.,Which district from Uttar Pradesh is involved in the water management demonstrations?,Bulandshahar district of Utter Pradesh
XI and XII five-year plans.,What plans were the Farmers Participatory Action Research Programme initiated and extended through?,It was with this objective that the Farmers Participatory Action Research Programme was initiated during XI five-year plan by Ministry of Water Resources (MOWR) and the same has been extended during XII five-year plan.
Promote and transfer water management technologies.,"What does the detailed information in the brochure aim to do for farmers, extension workers, and policy planners?","Detailed information on these five water management technologies is being included in this extension brochure for use of farmers, extension workers, NGOs and policy planners."
It improves agricultural productivity per unit volume of water.,What is the significance of transferring evolved water management technologies to farmers' fields?,The agricultural productivity per unit volume of water can be improved only by transfer of the evolved water management technologies to the farmers’ fields on a large scale.
10.8 mm/h,What is the nozzle application rate for a 4 hectare area?,Nozzle application rate 10.8 mm/h (4 hectare)
10 days,What is the frequency of irrigation for a 1 hectare area?,Frequency of irrigation 10 days (1 hectare)
1 nozzle,How many rain guns are used in a 4 hectare area?,No of Rain Guns used 1 nozzle (4 hectare)
1024 m²,What is the approximate area covered per day by the rain gun system for 1 hectare?,Area covered per day 1024 m² (1 hectare)
3 to 5 m,What is the maximum friction loss in main + lateral for a 1 hectare area?,Maximum friction loss in main + Lateral 3 to 5 m (1 hectare)
4 No,How many rain gun settings are required per day for a 4 hectare area?,Number of rain gun setting per day 4 No (4 hectare)
38 mm,What is the irrigation water applied per irrigation for a 4 hectare area?,Irrigation water applied per irrigation 38 mm (4 hectare)
2.0 kg/cm²,What is the working pressure of the rain-gun for a 1 hectare area?,Working pressure of rain-gun 2.0 kg/cm² (1 hectare)
15000 Lph,What is the typical discharge capacity of rain guns used in a 4 hectare area?,Discharge Capacity of Rain Guns 15000 Lph (4 hectare)
40 m,What is the total head required (excluding depth of water source) for a 4 hectare rain gun system?,Total head required (excluding depth of water source) 40 m (4 hectare)
32m x 32m,What is the spacing between two rain gun settings for a 1 hectare area using high-pressure lateral hose?,Spacing between two Rain gun setting on main & laterals 32m x 32m (1 hectare) Length & Diameter of high pressure lateral hose
300m x 75mm,What is the length and diameter of mains in a 4 hectare rain gun system?,Length and Diameter of mains 300m x 75mm (4 hectare)
3.5 hr,How long does it take for a rain gun setting for full coverage in a 4-hectare area?,Time required per setting 3.5 hr (4 hectare)
1024 m²,What would the area covered per setting with a rain gun system in a 1 hectare area be?,Area covered per setting for rain gun irrigation 1024 m² (1 hectare)
41600 m²,What is the area covered per cycle for a rain gun setting in a 4 hectare area?,Area covered per cycle 41600 m² (4 hectare)
"Poorly leveled fields create waterlogged conditions in lower portions and poor moisture in elevated areas, resulting in uneven germination and poor crop stands.",Why are poorly leveled fields a problem for crop production?,"Generally, the farmers’ fields are poorly levelled, creating localized water logged conditions in lower portion of the field and poor moisture in elevated portion of the field leading to uneven germination and poor crop stand."
"Uneven land leads to non-uniform moisture and nutrient distribution, adversely affecting crop germination, stand, yield, and overall quality.",How does uneven land affect crop yield and quality?,"Such undulation and unevenness of the soil surface affect adversely crop germination, stand and yield mainly due to non-uniform moisture and nutrient distribution pattern."
"Due to uneven fields and poor farm design, about 20-25% of irrigation water is lost during application.",What percentage of irrigation water is lost due to uneven fields?,Unevenness leads to poor irrigation water distribution efficiency and about 20-25% amount of irrigation water is lost during its application due to poor farm designing and unevenness of the fields.
"Strip irrigation involves creating field bunds, which wastes fertile land used for making bunds and borders, making it inefficient.",What is strip irrigation and why is it inefficient?,The farmers adopt strip irrigation practice with field bunds leading to waste of fertile land in making bunds and borders.
Excess moisture in low lying areas delays tillage and other soil manipulation operations.,How do excess moisture levels in low lying areas affect tillage?,The excess moisture availability in low lying areas delays tillage and other soil manipulation operations.
"Uneven fields result in uneven crop stands, increased weed burdens, and uneven maturing of crops, affecting overall production.",What consequences do uneven fields have on weed burden and crop uniformity?,"Fields that are not well levelled have uneven crop stands, increased weed burdens and uneven maturing of crops."
"Traditional methods include using animal-drawn patta, wooden planket, or tractor-driven ordinary levellers to shift soil from higher to lower spots.",What are the traditional methods of land leveling practiced by farmers?,Farmers traditionally have been practicing land levelling in their fields using animal drawn patta or wooden planket or tractor driven ordinary levellers consisting of a blade and a small bucket for shifting the soil from higher spot to the low laying parts.
"Traditional methods use animal-drawn patta, wooden planket, or tractor-driven ordinary levellers with a blade and small bucket for soil shifting.",What equipment is used in the traditional method of land leveling?,Farmers traditionally have been practicing land levelling in their fields using animal drawn patta or wooden planket or tractor driven ordinary levellers consisting of a blade and a small bucket for shifting the soil from higher spot to the low laying parts (Fig. 1.1).
"Uneven fields lead to uneven crop stands, higher weed burden, and uneven crop maturity, which reduce yield, grain quality, and farmer income.",How do uneven fields affect the economic outcomes for farmers?,"Fields that are not well levelled have uneven crop stands, increased weed burdens and uneven maturing of crops. All these factors tend to contribute to reduced yield and grain quality which reduce the income of the farmers."
"Uneven moisture distribution due to soil undulation adversely affects crop germination, resulting in poor crop stands and reduced yield.",What is the impact of uneven moisture distribution on crop germination?,"Such undulation and unevenness of the soil surface affect adversely crop germination, stand and yield mainly due to non-uniform moisture and nutrient distribution pattern."
"The quality of land leveling significantly impacts the total depth of water applied per irrigation. Well-leveled land ensures uniform water distribution and reduces water wastage, while poorly leveled fields can result in non-uniform water application, leading to either waterlogging or insufficient irrigation in different field areas.",Discuss the relationship between land leveling quality and water application depth.,The total depth of water applied per irrigation is greatly influenced by the quality of land levelling.
"Undulating fields limit cultural practices due to uneven terrain, which complicates activities such as seeding, fertilization, and harvesting. As a result, managing crops becomes challenging, leading to inefficiencies and reduced agricultural productivity. Uniform fields streamline these practices, facilitating better crop management and higher yields.",Why do undulating fields limit cultural practices in agriculture?,One of the hindrances in sustainable and remunerative crop production is undulating surface of the agricultural fields which cause limitations in many cultural practices.
"Poor farm design, characterized by uneven fields, leads to inefficient water distribution. Approximately 20-25% of irrigation water is lost during application, as poorly designed farms fail to direct water uniformly to crops, causing both waterlogging and dry spots. This inefficiency results in significant water wastage and lower crop productivity.",Explain how poor farm design contributes to water wastage.,Unevenness leads to poor irrigation water distribution efficiency and about 20-25% amount of irrigation water is lost during its application due to poor farm designing and unevenness of the fields.
"Delayed tillage in poorly leveled fields, particularly in low-lying areas with excess moisture, hinders timely soil preparation. This delay can affect timely planting, leading to suboptimal growing conditions and potentially lower crop yields. Timely tillage is critical for effective soil management and optimal crop growth.",What are the adverse effects of delayed tillage in poorly leveled fields?,The excess moisture availability in low lying areas delays tillage and other soil manipulation operations.
"Uniform land leveling facilitates even irrigation water distribution, ensuring that water reaches all parts of the field effectively. This reduces water wastage and enhances water use efficiency, leading to better crop hydration, healthier growth, and potentially higher yields. Proper leveling optimizes irrigation practices.",How does uniform land leveling benefit irrigation water distribution?,The total depth of water applied per irrigation is greatly influenced by the quality of land levelling.
