ANSWER,QUESTION.question,QUESTION.paragraph
The principle involves combining shallow turning with deeper soil loosening.,What is the principle of using shallow turning to deal with soil compaction?,The principle of shallow turning combined with deeper loosening of the soil is important.
Bed systems are preferred for preventing widespread compaction in silt.,What systems are preferred to prevent widespread compaction in silt?,Bed systems for vegetables are useful to prevent widespread compaction.
"Compaction leading to anaerobic soil degradation causes water logging, yellow motling, and drainage failure in fields.",What issues arise from compaction leading to anaerobic soil degradation?,...field showing range/yellow motiling...fails to flow after rain.
Spring cropping in clay soil should be achieved with one pass to ensure proper consolidation.,How do you ensure spring cropping in clay soil?,Spring cropping can be difficult and seedbeds should be achieved with one pass if possible.
"Establishing semi-natural habitats, such as extensive pasture or hay meadows.",What is an alternative use for low-lying and difficult to drain areas?,"However, in fields or parts of fields that are low-lying and notoriously difficult to drain even with a working system, it may not be worth renewing drainage systems. An alternative use of such areas is to establish semi-natural habitats, such as extensive pasture or hay meadows, which is often rewarded under agri-environment schemes."
Tile drains,What are mole drains used in combination with?,"Mole drains, where used in combination with tile drains or used alone, need renewing at regular intervals."
Every five years,How often do mole drains need renewing on weaker clays and silt?,This can be as short as five years on weaker clays and silt.
Renewal time period is reduced.,What happens when there are sand pockets in the subsoil concerning mole drains?,Where there are sand pockets in the subsoil this time period will be reduced.
Spring (May or June),When is the best time for mole draining to ensure the soil is dry enough?,Usually this is in the spring (May or June) though moling in the autumn may also be possible.
Soil must be wet enough for a good clean channel but not too wet.,What needs to be done for mole drains to be effective?,"For moling to be most effective, the soil needs to be wet enough to form a good clean channel but not so wet as to collapse."
Constant maintenance,What maintenance is required when a drainage system is installed?,Where a drainage system is installed it requires constant maintenance to remain effective.
Regularly,How often should drainage ditches be cleared?,"Although drainage ditches should be cleared regularly, management planning should also consider the conservation aspects of organic standards."
Clearing drainage ditches regularly is important for considering the conservation aspects of organic standards.,What is the importance of clearing drainage ditches regularly in organic farming?,Management planning should also consider the conservation aspects of organic standards.
No more than once in three years,How often should ditch side vegetation be cut to improve habitat value?,Clearing on a rotational basis and cutting of ditch side vegetation no more than once in three years improves the habitat value of ditches.
Subsoiling with field drains,What alternative option can be used along with mole drains for soil drainage?,Subsoiling in combination with field drains is an alternative option to mole draining.
"Dry enough to fracture, ensuring moles are effective.",What does the soil above the moles need to be dry enough for?,The soil above the moles also needs to be dry enough to fracture if the moles are to be effective.
Establishing semi-natural habitats like extensive pasture or hay meadows.,What alternative to establishing semi-natural habitats can be used in low-lying fields?,"It may not be worth renewing drainage systems. An alternative use of such areas is to establish semi-natural habitats, such as extensive pasture or hay meadows."
Agri-environment scheme rewards,What reward can be obtained by establishing semi-natural habitats?,"Such as extensive pasture or hay meadows, which is often rewarded under agri-environment schemes."
Conservation aspects of organic standards.,What should be considered besides regular clearing in the management of drainage ditches?,Management planning should also consider the conservation aspects of organic standards.
Air and drainage channels,What does the soil provide for air and water drainage?,Roots providing air and drainage channels in the soil.
Extensive pasture or hay meadows,What type of fields are often rewarded under agri-environment schemes?,"Such as extensive pasture or hay meadows, which is often rewarded under agri-environment schemes."
It improves the habitat value of ditches.,How does clearing ditch side vegetation help?,Clearing on a rotational basis and cutting of ditch side vegetation no more than once in three years improves the habitat value of ditches.
Ensuring the soil is wet enough but not too wet to form a clean channel without collapse.,What process is needed when using mole drains to ensure soil doesn’t collapse?,"For moling to be most effective, the soil needs to be wet enough to form a good clean channel but not so wet as to collapse."
Renewal time of up to 12 years.,What is a key factor in the effectiveness of mole drains on oakeaceous clays?,It may be as long as 12 years on oakeaceous clays.
Autumn,Which season besides spring can moling be done for it to be effective?,Usually this is in the spring (May or June) though moling in the autumn may also be possible.
Dry enough to fracture,What needs to be ensured about the soil above moles for their effectiveness?,The soil above the moles also needs to be dry enough to fracture if the moles are to be effective.
Conservation aspects of organic standards.,"What should management planning consider, besides clearing drainage ditches?",Management planning should also consider the conservation aspects of organic standards.
No more than once in three years,How often should ditch side vegetation be cut to improve habitat value?,Clearing on a rotational basis and cutting of ditch side vegetation no more than once in three years improves the habitat value of ditches.
Air and drainage channels,What types of channels are created in the soil by roots?,Roots providing air and drainage channels in the soil.
Soil management focuses on the entire farm and the full production cycle.,What is the focus of soil management?,Soil management is a whole farm concept and consideration needs to be given to all farm activities on the land throughout the full production cycle.
Protecting soil fertility is essential as it impacts all farm activities and their sustainability.,Why is protecting soil fertility the main problem in farming systems?,"The main problem areas concern protecting soil fertility (see section 6, ‘Protecting soil fertility’)."
