question,answers
what is root rot disease.," This is a fungal disease that causes the roots of the cassava plant to rot, leading to stunted growth and reduced yield"
what are the control measures for Cassava Anthracnose Disease:," use of disease-free planting material, crop rotation, and the application of fungicides."
what is the long term control measures for the cassava diseases.,using disease-resistant cassava varieties
Name the virus that causes Cassava Brown Steak Disease.,Cassava Brown Streak Virus (CBSV) and Ugandan Cassava Brown Streak Virus (UCBSV)
what are the characteristics of CBSD infection.,"yellow-brown streaks or patches on the stem, which can extend to the leaves and petioles. The disease can also cause root necrosis, reducing the quality and yield of the cassava roots."
which region is commonly infested by CBSD.,"East and Central Africa,"
name one way of controlling Cassava Brown Steak Disease.,Use of clean planting material
How can Rogueing be used to control CBSD.,Infected plants should be identified and removed from the field to prevent the disease from spreading
How can crop rotation be used to control CBSD from spreading.,Planting cassava in the same field year after year can increase the risk of CBSD. Crop rotation can help to break the cycle of disease and reduce the risk of infection.
name other ways a farmer can use to control CBSD.,Planting resistant varieties
What is the effect of Cassava Mosaic Disease (CMD) in severe condition.,yield losses of up to 100%
what spreads Cassava Mosaic Disease (CMD),whitefly
what is Cassava Mosaic Disease (CMD)., is a viral disease that is caused by different strains of the cassava mosaic virus
what is the effect of CMD.,"The disease affects the leaves of cassava plants, causing yellowing and mottling, as well as stunted growth and reduced yield."
which fungal disease affects cassava,Root rot
which fungi causes root rot ?,"Fusarium, Pythium, and Phytophthora"
how can a farmer identify root rot in cassava plant.,"yellowing of leaves, wilting, and stunting of plant growth"
what is the color lesions created as a result of root rot,brown or black lesions
how is root rot spread?,"spread through infected soil, water, and planting material"
how can farmers ensure proper drainage.,Ensuring that fields are properly drained can help to reduce the risk of infection.
can crop rotation help control root rot in cassava?,Crop rotation can help to break the cycle of disease and reduce the risk of infection.
how can crop rotation be used to control cassava mosaic disease.,Planting cassava in the same field year after year can increase the risk of CMD. Crop rotation can help to break the cycle of disease and reduce the risk of infection.
how can proper sanitation be used to control root rot.,"Infected plant debris should be removed from the field, and tools and equipment should be disinfected to prevent the spread of root rot."
what other way can a farmers control Cassava mosaic disease,Planting resistant varieties: Some cassava varieties have been developed that are resistant to CMD. These varieties should be used whenever possible to reduce the risk of disease.
what other measures can a farmer use to control root rot.,Use of fungicides
what is CBB,Cassava Bacterial Blight (CBB) is a bacterial disease that affects cassava plants
how can climate affect soil fertility.,"Temperature, rainfall, and other weather factors can affect the rate of nutrient release from fertilizers and the growth and development of crops. For example, high temperatures and low rainfall can lead to rapid nutrient leaching and reduced nutrient availability, while cool temperatures and adequate rainfall can promote nutrient uptake and plant growth"
can clean planting materials be used to control root rot?,Cassava cuttings should be obtained from healthy plants that have been certified as free from root rot.
what is Cassava Anthracnose Disease (CAD) .,is a fungal disease that affects cassava plants.
which fungus causes Cassava Anthracnose Disease (CAD) .,It is caused by the fungus Colletotrichum gloeosporioides.
what are some of the symptoms  and signs of CAD,"small, circular, water-soaked spots on leaves that expand into larger, dark brown or black lesions. Infected leaves may become distorted and dry up"
how is Cassava Anthracnose Disease (CAD)  spread?,"CAD is spread through infected planting material, contaminated soil, and water"
can crop rotation control CAD in cassava?,Crop rotation can help to break the cycle of disease and reduce the risk of infection.
what other measures can be used to control CAD?,Sanitation
Which cassava disease is the most devastation in Uganda?,Cassava Brown Streak Disease (CBSD)
what is the effect severe CBSD , reducing yields and making cassava roots unsuitable for consumption or processing
what advise has been to farmers in uganda about CBSD.,"Farmers in Uganda have been advised to use clean and disease-free planting materials, adopt good agronomic practices, and plant resistant varieties to control CBSD."
Is there any cassava variety suitable for a particular region in Uganda?,There is no single cassava variety that is suitable for all regions in Uganda due to variations in climatic conditions and soil types.
which cassava variety is recommended for karamoja region.,NASE 20
does NAROCASS 1 grow in northern Uganda?,"This variety is recommended for the northern regions of Uganda, such as Gulu and Kitgum"
which cassava variety for suitable for Soroti and Lira.,NASE 3
"which  cassava variety can i plant in the high altitude regions of Uganda, such as Kabale and Kisoro.",NASE 19
"I am in eastern, central, and western Uganda, which cassava do you recommend?",NASE 14
what are Fertilizers?,are substances that are added to soil to improve plant growth and increase crop yields
which nutrients are provided by fertilizers?," nitrogen, phosphorus, and potassium"
which critical factors are considered in ensuring healthy plant growth and high yields.,"Proper soil preparation, irrigation, and pest management "
which micronutrients are present in most common fertilizers.,"iron, manganese, and zinc"
"apart from providing nutrients, name important of applying fertilizers."," fertilizers can also improve soil structure and fertility over time. They can help to increase soil organic matter, improve soil water-holding capacity, and reduce erosion."
how can I apply fertilizers.,"broadcasting, banding, and side-dressing"
what are the negative consequences of fertilizers for the environment.,pollution of waterways and harm to aquatic ecosystems.
what are natural fertilizers made of ?,"natural materials such as compost, manure, and bone meal"
what are Synthetic fertilizers?,are typically made from chemicals and minerals and are designed to provide plants with specific nutrients
what are nitrogen fertilizers?,"These fertilizers are designed to provide nitrogen, which is an essential nutrient for plant growth"
name the components of nitrogen fertilizers.,"ammonium nitrate, urea, and ammonium sulphate"
which provides nutrients that is important for root development and flower and fruit production.,Phosphorus Fertilizers
name examples of phosphorous fertilizers,triple superphosphate and diammonium phosphate.
which type of fertilizer helps plants resist stress and disease and improve overall plant vigor.,Potassium Fertilizers
give examples of Potassium Fertilizers.,potassium chloride and potassium sulphate
what are complete fertilizers.,"provide a balance of nitrogen, phosphorus, and potassium in a single product"
what are organic fertilizers.,"Organic fertilizers are made from natural materials such as compost, manure, and bone meal. They can provide a range of nutrients and help to improve soil structure and fertility over time."
what are liquid fertilizers used for?,"iquid fertilizers are often used for foliar feeding, where the fertilizer is sprayed onto the leaves of plants."
