question,answers
what does the number 10-20-10 represent in  fertilizers.,"the numbers represent the percentage of N, P, and K, respectively"
which sugary substance is secreted by cassava  whitefly that can promote the growth of sooty mold and attract other insects to the plant.,honeydew
what is the importance of chlorophyll.,is necessary for photosynthesis and plant growth.
what is the required soil PH for potatoes.,between 4.8 and 5.5
name the land use changes that causes drought.,"urbanization, agricultural expansion, and deforestation can alter the water cycle, leading to changes in precipitation patterns and soil moisture levels."
Suggest the advantages of sandy soil,"Good drainage: Sandy soils have large pore spaces, which allow for rapid drainage of water. This can be an advantage in areas with heavy rainfall, as it helps to prevent waterlogging and improves soil aeration.
Easy to work: Sandy soils are generally loose and easy to till, making them suitable for cultivation with various farming equipment.
Warm up quickly: Sandy soils warm up quickly in the spring, which can be advantageous for early planting and crop growth.
Low compaction: Sandy soils are less prone to compaction, which can be beneficial for root growth and nutrient uptake."
how does Soil moisture and aeration affects soil nutrient intake.,"The amount of moisture and oxygen in the soil can affect the uptake of nutrients by crops, as well as the availability and activity of soil microorganisms that play a role in nutrient cycling. For example, waterlogged soils may lead to reduced nutrient uptake due to poor oxygen availability, while dry soils may lead to reduced nutrient availability due to reduced microbial activity."
what food products can be made from corn meal.,"tortillas, bread, porridge, and other baked goods"
Livestock needs appropriate housing to protect them ,from extreme weather conditions and provides adequate space for them to move around
how can farmers mitigate leaf shedding in cassava during the dry season,"Irrigation: Providing supplemental irrigation to cassava plants during dry periods can help alleviate water stress and maintain adequate soil moisture levels.

Mulching: Applying organic mulch around the cassava plants can help conserve soil moisture, regulate soil temperature, and reduce water evaporation from the soil surface.

Fertilization: Ensuring optimal nutrient levels through balanced fertilization can help maintain the health and vigor of cassava plants, reducing the risk of nutrient deficiencies and associated leaf shedding.

Pest and disease management: Implementing appropriate pest and disease control measures, such as regular scouting and timely application of recommended treatments, can help minimize leaf damage and subsequent leaf shedding."
how can sun drying helps control pest in beans.,"Expose the beans to direct sunlight for a few days, as pests are generally sensitive to heat. Spread the beans in thin layers and turn them regularly to ensure thorough drying."
which stage of crop cultivation involves placing seeds or seedlings into the soil at the right depth and spacing.,Planting 
how can improver storage cause shriveling and rotting o beans seed.,"Improper storage conditions, such as high humidity or inadequate airflow, can create a favorable environment for seed rotting and mold growth. Poorly ventilated storage containers can also lead to excessive moisture accumulation and seed deterioration.
"
how can pest and diseases be managed in maize plants? ,"use of chemical or organic pesticides and fungicides, as well as proper crop rotation to reduce the risk of infection"
name regions where irrigation is applicable.,regions with low rainfall or unreliable water sources
What kind of technology do farmers use in the field to help the environment?,"GPS (global positioning systems) is a common technology used by farmers. With GPS, farmers can track every location on the farm and know what the soil needs at that exact location"
how can Cassava mosaic disease spread ,Whitefly infestations
How many pounds of grain does it take to produce 1 pound of beef?,2.5 pounds
what are Soil microarthropods.,"These are small, soil-dwelling organisms such as mites and springtails that play important roles in soil nutrient cycling and decomposition."
When is the ideal time to harvest maize?,"Harvesting is typically done when the kernels are fully developed and hard, and the husks have dried up and turned brown"
what are the signs and symptoms of cassava mealybugs.,"stunted growth, wilting, yellowing of leaves, and reduced yield"
what is a cassava whitefly," is a tiny, sap-sucking insect that feeds on the cassava plant, particularly on the underside of the leaves."
what is cassava mosaic disease.,"This is a viral disease that causes yellowing and mottling of the leaves, stunted growth, and reduced yield"
how does clover cover crop enhanced songbird habitat.,"by providing cover and nesting sites, and an increased food source from higher arthropod populations"
what spreads Cassava Mosaic Disease (CMD),whitefly
what is a contaminant.,"A plant that is considered undesirable in a seed production field, including off types,
other varieties, other crops, weeds and plants with disease symptoms"
which does virus responsible for cassava mosaic disease belongs to?,Geminiviridae
"What is the difference between cloning and genetic modification (GM)?
",Genetic modification and cloning are not the same. Cloning provides an exact copy. Cloned genes can only be copied in the same species. Genetic modification (genetic engineering) something scientists do to pick out a specific set of genes and place these genes in an organism where the traits would be helpful
name the major categories of Natural fibers.,"cotton, wool, hemp, silk and flax"
Which fertilizer is best for increase of productive of beans,Phosphorus (P) and potassium (K) are two key nutrients
do plants have naturally occurring B12?,no 
why do beans need to be intercropped with groundnuts and other legumes.,"roundnuts fix nitrogen in the soil, which can benefit the growth of other crops. Groundnuts can also provide a support structure for climbing beans."
what are other benefits of cover crops to habitat.,improve farm habitat for wildlife
Which fertilizers is applied to crops in 4-6 weeks after germination to promote rapid growth,"In the 4-6 weeks after germination, crops can benefit from the application of nitrogen-rich fertilizers to promote rapid growth. Nitrogen is an essential nutrient for plant growth and is often required in higher amounts during the early stages of development"
what is Seed dormancy?," is a natural mechanism that prevents a seed from germinating under unfavorable conditions, such as inadequate moisture, unsuitable temperature, or insufficient light"
why is Integrated Pest Management used?,"to minimize the use of pesticides and other chemicals, while still effectively controlling pests and diseases."
Which method of fertilizer application do we use during weeding beans?,"The type of fertilizer recommended for top-dressing maize depends on the soil nutrient status and the crop's nutrient requirements. However, generally, a nitrogen-rich fertilizer is recommended for top-dressing maize because nitrogen is one of the primary nutrients required for maize growth and development."
name examples of phosphorous fertilizers,triple superphosphate and diammonium phosphate.
which components of preservatives can cause cancer.,nitrates and nitrites
how are plants harvested?,by hand or machine
what other reasons are there for using diammonium phosphate put in planting hole.,"DAP is water-soluble, which means it can be quickly taken up by plant roots and used for growth. By placing DAP in the planting hole, the young plant's roots can access the nutrients immediately, promoting early growth and establishment."
How many cuttings of cassava should a farmer plant in one hectare?,"The number of cassava cuttings to plant per hectare can vary depending on several factors, including the cassava variety, spacing, and planting method. However, as a general guideline, farmers typically plant between 10,000 to 12,000 cassava cuttings per hectare."
name any one planting method that is suitable for large scale farmers.,Mechanical planting of cassava
Does organic farming contribute to less pollution?,Yes
Which common chemical is used for seed dressing,thiram
how does water regulates temperature of the soil.,"Water helps to regulate soil temperature, which can affect plant growth and development. Water has a high heat capacity, meaning it can absorb and release large amounts of heat without significant temperature changes. This can help to moderate soil temperature and prevent heat stress in plants."
How can couch grass be effectively controlled from the cassava garden.,Mulching
what is root rot disease.," This is a fungal disease that causes the roots of the cassava plant to rot, leading to stunted growth and reduced yield"
what is Maize cob.,is the central part of the maize ear that contains the kernels. It is typically used as animal feed and is less commonly consumed by humans. Maize cob has a lower nutritional value compared to milled maize as it contains more fiber and less starch.
name any one planting method that is suitable for large scale farmers.,Mechanical planting of cassava
List the Animal Care Principles for producers,"access to food and water, health and veterinary care, appropriate environmental and living conditions, implementing science?�based husbandry practices, using proper handling practices and providing comfortable and sanitary transportation to avoid stress"
what is the impact of over-fertilization.,"excessive vegetative growth, lodging, and reduced yield"
Name the crops that can be successfully grown in sandy soil,"Sweet potatoes
Carrots
Peppers
Tomatoes
Watermelons
Pineapples
Cucumbers
Okra"
which farming tools can spread bacterial blight when contaminated.,pruning shears or machetes
how was harvesting done before the evolution of machinery?,Gathering and removing mature plants from the field had to be done by hand
what is the best spacing for cassava.,a distance of 1-1.5 meters between rows and 0.75-1 meter between plants
