ANSWER,QUESTION.question,QUESTION.paragraph
Apply solid manure in autumn/winter or slurries in spring.,What is an example of good manure management in grassland applications?,Grassland: Apply solid manure in autumn/winter or slurries in spring.
Avoid application on frozen ground and near water courses.,What are the examples of manures that are used in frozen ground?,Avoid applications on frozen ground and near water courses.
Soluble (plant-available) and organic forms.,What forms of nitrogen are present in fresh manure?,Nitrogen is present in fresh manures in both soluble (plant-available) and more stable organic forms.
4 Kg N/t,What is the nutrient content of pig slurry manure in Kg N/t?,"Table 10: Nitrogen content of manure

Fresh manure

Pig slurry

4
4
2"
Slowly available nutrients minimize nitrogen loss and provide a steady release of nutrients.,Why are slowly available nutrients in compost more beneficial?,"Composts are stable products formed from manures and other organic materials, where nitrogen is converted into more stable forms. Therefore, it is not as a good a source of instant nitrogen as fresh manure but releases nutrients slowly."
The amount of material applied influences nutrient availability.,What dictates the availability of nutrients from compost?,"All of the nutrients in farmyard manure become available in the year of application, about 80 per cent of K is available but only about one quarter of the N becomes available in this period."
Reduces the loss of nitrogen as ammonia,What is the advantage of rapidly incorporating manure into arable crops?,Rapid incorporation after application decreases the loss of nitrogen as ammonia.
"Legumes, with the help of Rhizobia bacteria, fix nitrogen from the atmosphere into their root nodules.",How is the nitrogen fixation process initiated in legume crops?,There are three different types of legume root nodule ‘fixers’… Fixers are legumes that fix nitrogen from the atmosphere into their root nodules.
About one quarter,What percentage of nitrogen (N) becomes available in the first year of manure application?,"All of the nutrients in farmyard manure become available in the year of application, about 80 per cent of K is available but only about one quarter of the N becomes available in this period."
It does not significantly affect K or P availability. Amount of material applied is more crucial.,What is the important aspect of composting in relation to nutrient release?,Composting does not have a significant direct effect on K or P availability. The availability is more related to the amount of material applied than to whether it is applied in the form of manure or compost.
Quick incorporation after application,What is the recommended practice for applying manure to arable crops?,Arable crops. Rapid incorporation after application decreases the loss of nitrogen as ammonia.
Delayed applications can lead to increased nitrogen utilization by crops.,What is the risk involved in delaying applications of manure?,Delaying applications (in particular those with a high proportion of readily available N) until late winter or spring will increase N utilisation by the crop.
Grass/clover leys,What are the principal fertility building legumes in temperate organic systems?,Page 24
Up to two years,How long should red clover ley be maintained for short-term fertility?,Page 24
Red clover,What is a common legume used alone or with grass?,Page 24
Mustard,What plant species is recommended in rotations to provide organic material?,Page 24
Rhizoctonia solani,Which plant pathogen can be found in dirty green manures?,Page 24
Annually if possible,What is the recommended minimum period for red clover to be used to avoid soil borne pest build up?,Page 24
Cover crops,What involves improved soil structure through organic matter addition?,Page 24
Nitrogen transfer between legumes and other crops,What typically provides nitrogen fertility in grazed leys?,Page 24
Reduces soil borne pests,What is the impact of mustard on soil borne pests?,Page 24
C:N ratio,What balance ratio can incorporation achieve with recycled crop residues?,Page 24
Provides food source for soil microbial life,What is the benefit of additional green manures over the winter?,Page 24
By improving soil structure and providing habitat for soil organisms.,How do cover crops benefit the soil environment during offseasons?,Page 24
"Factors to consider include the C:N ratio of the green manure material, its breakdown characteristics, and its availability of nutrients other than nitrogen.",What factors should be considered when selecting green manures and cover crops to synchronize nutrients?,Page 24
They provide food sources and habitats for both above and below-ground vertebrates and invertebrates.,What are the benefits of increased biodiversity in using green manures and cover crops?,Page 24
Soil nitrogen,What can incorporation of straw temporarily immobilize in soil?,Page 24
They could negatively impact crops later if not phased correctly.,Why is it important to plan the green manures and cover crops carefully?,Page 24
"They can harbor plant pathogens and immobilize nitrogen, affecting subsequent crops.",What are some risks of using dirty green manures?,Page 24
"By adding organic material that enhances rooting depth, leading to better soil structure.",How does the organic matter from green manures contribute to soil structure improvement?,Page 24
White clover ley,What are the most common grass/clover leys used in mixed systems?,Page 24
Red clover is used when longer periods than three years are intended or when it needs to fix more nitrogen than what white clover provides initially.,Describe the conditions under which the red clover will be used instead of white clover.,Page 24
"Green manure compost is used to improve soil fertility and structure due to the organic matter it adds to soils, offering habitats for soil organisms and controlling weeds and pests.",What is green manure compost used for and how does it benefit soil?,Page 24
"They should be synchronized with the mineralization of nutrients, especially in early growth periods when nutrient need is high, to avoid soil nitrogen immobilization.",What are the key points to remember when incorporating green manures rich in C:N ratio into the soil?,Page 24
"They offer habitats for both above and below-ground vertebrates and invertebrates, supporting a diverse ecological system.",How do green manures benefit wildlife and biodiversity?,Page 24
"They act as principal fertility-building legumes, providing nitrogen and organic matter to the soil.",What is the role of grass/clover leys in organic farming systems?,Page 24
12,What sowing rate (kg/ha) is recommended for Fodder rape (Brassica napus)?,Fodder rape Brassica napus Good cover crop for growth and nitrate uptake 12
Early September,During which month should Mustard (Sinapis alba) be sown?,Mustard Sinapis alba The best known quick growing cover crop. Can be killed by first frosts Early September
Phacelia (Phacelia tanacetifolia),Which manure crop is known for its strong rooting system?,Phacelia Phacelia tanacetifolia Known for its ability to smother weeds. Strong rooting system 10 10 Mid August
Moderate,What is the drought tolerance of Rye (Secale cereale)?,Rye Secale cereale A very popular winter hardy species 140 30 Early October Good Moderate 5.8–8.0
4.5–8.2,What is the pH tolerance range for Red clover (Trifolium pratense)?,Red clover Trifolium pratense Suitable for one or two years cover. Deep taproot improves soil 14 5 Early September Good Good 4.5–8.2 (6.2–7.0)
2–3 months,How long can Crimson clover (Trifolium incarnatum) be grown?,Crimson clover Trifolium incarnatum Tall growing species. Sown in summer for 2–3 months 14 10 Mid September Poor Moderate 4.8–8.2 (5.7–6.4)
Stubble turnips (Brassica rapae),Which crop must be sown by early August?,Stubble turnips Brassica rapae Must be sown by early August 5 10 Early August Good Moderate 5.6–8.0 (6.5)
"Winter hardiness: Good, Drought tolerance: Moderate",What are the winter hardiness and drought tolerance of Fodder rape (Brassica napus)?,Fodder rape Brassica napus Good cover crop for growth and nitrate uptake 12 10 Early September Good Moderate 5.0–8.0 (6.5)
Mustard (Sinapis alba),Which crop is known as the best quick growing cover crop?,Mustard Sinapis alba The best known quick growing cover crop. Can be killed by first frosts 24 10 Early September
Rye (Secale cereale),Which green manure crop is very popular as a winter hardy species?,Rye Secale cereale A very popular winter hardy species 140 30 Early October Good Moderate 5.8–8.0
The deep taproot improves soil.,What is the significance of the deep taproot in Red clover (Trifolium pratense)?,Red clover Trifolium pratense Suitable for one or two years cover. Deep taproot improves soil 14 5 Early September Good Good 4.5–8.2 (6.2–7.0)
10 mm,What seeding depth (mm) is used for Mustard (Sinapis alba)?,Mustard Sinapis alba The best known quick growing cover crop. Can be killed by first frosts 24 10 Early September
Very good nitrogen fixer,What kind of nitrogen fixer is Vetch (Vicia sativa)?,"Vetch Vicia sativa A very good nitrogen fixer that can be sown with rye, ryegrass or cereals 60–120 30 End September Good Moderate 4.5–8.2 (6.2)"
Mid August,When should White clover (Trifolium repens) be sown?,White clover Trifolium repens For longer term situation. A very good low growing fertility builder 10 5 Mid August Good Good 4.5–8.2 (6.2–7.0)
Perennial,What is the life cycle of Red clover (Trifolium pratense)?,Red clover Trifolium pratense Suitable for one or two years cover. Deep taproot improves soil 14 5 Early September Good Good 4.5–8.2 (6.2–7.0)
"Sowing rate: 5 kg/ha, Sowing depth: 10 mm",What are the sowing rate and sowing depth for Stubble turnips (Brassica rapae)?,Stubble turnips Brassica rapae Must be sown by early August 5 10 Early August Good Moderate 5.6–8.0 (6.5)
Stubble turnips (Brassica rapae),Which green manure crop needs to be sown by early August?,Stubble turnips Brassica rapae Must be sown by early August 5 10 Early August Good Moderate 5.6–8.0 (6.5)
4.8–8.2 (Optimal: 5.7–6.4),Which are the pH tolerances of Crimson clover (Trifolium incarnatum)?,Crimson clover Trifolium incarnatum Tall growing species. Sown in summer for 2–3 months 14 10 Mid September Poor Moderate 4.8–8.2 (5.7–6.4)
Known for its ability to smother weeds; Strong rooting system,What comments are given for Phacelia (Phacelia tanacetifolia) in the table?,Phacelia Phacelia tanacetifolia Known for its ability to smother weeds. Strong rooting system 10 10 Mid August Poor Moderate 5.8–8.0
"Sowing rate: 140 kg/ha, Sowing depth: 30 mm",What are the sowing rate and sowing depth for Rye (Secale cereale)?,Rye Secale cereale A very popular winter hardy species 140 30 Early October Good Moderate 5.8–8.0
30 mm,What is the seeding depth for Vetch (Vicia sativa)?,"Vetch Vicia sativa A very good nitrogen fixer that can be sown with rye, ryegrass or cereals 60–120 30 End September Good Moderate 4.5–8.2 (6.2)"
"Crimson clover is a tall growing species, sown in summer for 2–3 months. It has poor winter hardiness and moderate drought tolerance, with a pH tolerance range of 4.8–8.2 (optimal 5.7–6.4).",Describe the characteristics of Crimson clover (Trifolium incarnatum) as given in the table.,Crimson clover Trifolium incarnatum Tall growing species. Sown in summer for 2–3 months 14 10 Mid September Poor Moderate 4.8–8.2 (5.7–6.4)
"Red clover is suitable for one or two years cover, and its deep taproot improves soil.",What is the suitable cover duration and deep taproot benefit of Red clover (Trifolium pratense)?,Red clover Trifolium pratense Suitable for one or two years cover. Deep taproot improves soil 14 5 Early September Good Good 4.5–8.2 (6.2–7.0)
White clover (Trifolium repens),Which green manure crop has both good winter hardiness and good pH tolerance?,White clover Trifolium repens For longer term situation. A very good low growing fertility builder 10 5 Mid August Good Good 4.5–8.2 (6.2–7.0)
"Stubble turnips (Brassica rapae) has the lowest sowing rate at 5 kg/ha, with a recommended sowing depth of 10 mm.",Identify the crop with the lowest sowing rate (kg/ha) and its recommended depth.,Stubble turnips Brassica rapae Must be sown by early August 5 10 Early August Good Moderate 5.6–8.0 (6.5)
Blue flowers.,What type of flowers does phacelia produce?,"Phacelia is another lifter known for its ability to smother weeds. Like mustard, it grows rapidly and is only used for two months cover. It produces a mass of blue flowers, which are beneficial for bees, wasps and hover flies."
Volunteer pests.,Which pests can mustard be a problem for?,It is important not to let the mustard flower as this may cause problems in future years from volunteers.
Fixes N and used as sheep keep.,What are two main benefits of sowing crimson clover?,"Crimson clover is an annual legume grown for two or three months. It fixes N and can be used as sheep keep, if required."
Winter months.,Which months are recommended for winter sowing of green manures?,"In winter months, seeds can be broadcast directly onto a seedbed."
Good green crops.,What are vetches commonly used for?,Research work from HDRA has shown levels of 100–200kg N/ha being available following vetches.
To smother weeds.,What is the purpose of using green manure in fields?,Phacelia is another lifter known for its ability to smother weeds.
Rapidly.,How quickly does mustard grow?,"Like mustard, it grows rapidly and is only used for two months cover."
Improved seed germination.,"To improve the soil after wetch incorporation, what can be observed?",Bear in mind that vetches can prevent seed germination when the seed is planted immediately after wetch incorporation.
Spring or summer.,What flowering season should one consider for vetches?,Crops following after vetches tend to have higher yields.
Winter vetch and rye.,What are some winter hardy species ideal for sowing green manures?,"Hardy plant species, such as winter vetch and rye, can allow late sowings to give good ground cover into colder winter weather."
Just below the surface in a well-prepared seedbed.,How should seeds be sown for spring and summer green manures?,"For spring and summer sowing of green manures, sow the seeds just below the surface in a well-prepared seedbed, rolling in to ensure consolidation and intimate contact with the soil."
Crimson clover.,Which legume is ideal to be grown for two to three months and attracts insects?,"It is the most visually attractive green manure with vivid crimson coloured flowers that will be attractive to insects, as well as humans."
Avoid letting mustard flower.,What should be avoided when growing mustard to prevent problems?,It is important not to let the mustard flower as this may cause problems in future years from volunteers.
Blue flowers of phacelia.,"Which flowers can attract bees, wasps, and hover flies?","It produces a mass of blue flowers, which are beneficial for bees, wasps and hover flies."
Avoiding frost-sensitive plants beyond autumn.,What must be considered when setting up green manures in late autumn?,"Due to lack of frost hardiness, mustard, phacelia and crimson clover should not be sown beyond this date."
Broadcast seeds onto a seedbed.,What should be ensured when seeds are sown in winter months?,"In winter months, seeds can be broadcast directly onto a seedbed."
Two species.,How many species are commonly used for winter green manures?,There are only two species commonly used for this purpose—rye and vetches.
"Fixes nitrogen, easy incorporation, good soil organic matter.",What are the benefits of using rye as green manure?,"Rye fixes large amounts of N and is very easy to incorporate in the spring, while rye (not ryegrass) is a good lifter of nitrogen and creates a very good root mass, effectively increasing soil organic matter."
Good ground cover in colder weather.,What is the advantage of late sowings of hardy plants in cold weather?,"Hardy plant species, such as winter vetch and rye, can allow late sowings to give good ground cover into colder winter weather."
With a corn drill at a depth of 25–35mm.,How should rye and vetches be sown effectively?,"Both rye and vetches have large seeds and should be sown with a corn drill at a depth of 25–35mm. Neither have any serious pest problems, nor is it important to use winter varieties."
Incorporate rye before seed heads appear.,What should be done in March or April to maximize nitrogen supply?,Rye should be incorporated in March or April before the seed heads can be felt at the base of the stem.
Sowing mixtures delivers balanced nitrogen supply.,What does the text suggest about using a mixture of rye and vetches?,It is possible to sow mixtures of rye and vetches to deliver a more balanced supply of nitrogen over the season.
Extended growing season until mid-August.,What is a benefit of sowing green manures in spring or summer?,Sowing may take place throughout the growing season until mid-August.
Winter months.,In which seasons can green manures be broadcast directly onto a seedbed?,"In winter months, seeds can be broadcast directly onto a seedbed."
To minimise soil and nutrient loss in run-off and erosion.,What is the top priority in organic farm management?,A top priority of organic farm management is to minimise soil and nutrient loss in run-off and erosion.
Soil erosion.,What affects crop yields and soil quality in organic farming?,Soil erosion can be detrimental to soil biodiversity and affects crop yields and soil quality.
