question,answers
"apart from maintaining soil structure, what are some of use of soil air."," soil air plays a key role in the cycling of nutrients, such as nitrogen, carbon, and sulfur, which are essential for plant growth. Soil air also supports the activities of soil microorganisms, which are important for breaking down organic matter and releasing nutrients into the soil"
What is a silo?,"silos are used to store silage, which is animal feed"
how long does TZECOMP 3 takes to mature., 90 days
How many cuttings of cassava should a farmer plant in one hectare?,"The number of cassava cuttings to plant per hectare can vary depending on several factors, including the cassava variety, spacing, and planting method. However, as a general guideline, farmers typically plant between 10,000 to 12,000 cassava cuttings per hectare."
what are other reasons  why crops are sprayed,"to prevent rats, mice, and insects from contaminating foods while they are being stored"
what are fertilizers?,Fertilizers are substances that are added to soil to improve the growth and quality of crops
what is CBB,Cassava Bacterial Blight (CBB) is a bacterial disease that affects cassava plants
How can cows make so much milk?,If its calf nurses regularl
why do farmers need to manage the timing and frequency of feedings., to ensure that animals receive adequate nutrition without overeating.
wat is the vitalness of calcium?,"Calcium plays a crucial role in plant development and helps in cell wall formation, nutrient uptake, and overall plant health"
excessive tillage can lead to ?,soil erosion and nutrient loss
At what spacing can cassava be intercropped with beans?,"Cassava and beans can be intercropped at a spacing of 75 cm between cassava rows and 50 cm between bean rows, with a spacing of 25-30 cm between bean plants within the rows"
which other pest management activities can be done to control termides.,"planting cassava in well-drained soil, using physical barriers such as plastic mulch or wire mesh around the plant stems to prevent termite access, and avoiding over-fertilization or excessive use of organic matter which can attract termites."
which fish are grown in farms?,"salmon, catfish, rainbow trout, tilapia, and cod are grown in fish farms"
How can i control the buying of fake agrochemicals,"Buy from reputable suppliers: It's important to purchase agrochemicals from reputable suppliers that have a good track record and are known for selling high-quality products. You can ask for recommendations from other farmers, agricultural extension officers, or trusted agrochemical dealers."
which other way can make a cow produces more milk? ,by milking the cows regularly�two or three times a day
What is crop cultivation?," is the practice of growing crops for food, fiber, or fuel"
What is the effect of Cassava Mosaic Disease (CMD) in severe condition.,yield losses of up to 100%
"What is the difference between cloning and genetic modification (GM)?
",Genetic modification and cloning are not the same. Cloning provides an exact copy. Cloned genes can only be copied in the same species. Genetic modification (genetic engineering) something scientists do to pick out a specific set of genes and place these genes in an organism where the traits would be helpful
can crop rotation help control root rot in cassava?,Crop rotation can help to break the cycle of disease and reduce the risk of infection.
name any one example of neonicotinoids.,thiamethoxam
which environmental condition does the Cassava green mite have.,hot and dry conditions
How long does cassava takes to mature.," It takes between 8 to 18 months to mature, depending on the variety"
